act_id,act_object,creator,title,name
A00924,W0046,AG0167,Sanzijing,Wang Yinglin
A00925,W0295,AG0626,Bai jia xing,anonymous
A00926,W0055,AG0162,Analects,Kongzi
A00927,W0296,AG0626,Da xue,anonymous
A00928,W0557,AG0637,,
A00929,W0558,AG0626,,anonymous
A00930,W0297,AG0626,Book of Documents,anonymous
A00931,W0298,AG0626,Ershisi shi,anonymous
A00932,W0299,AG0626,Empty Fort Strategy,anonymous
A00933,W0300,AG0626,Dianying wenxue,anonymous
A00934,W0559,AG0510,,Shi Wenchi
A00935,W0560,AG0638,,
A00936,W0561,AG0639,,
A00937,W0301,AG0626,Collection of Poisonous grass,anonymous
A00938,W0302,AG0262,Shuihu zhaun,Shi Nai‘an
A00939,W0562,AG0511,,Nie Er
A00940,W0563,AG0513,,Degeyter Pierre
A00941,W0563,AG0513,,Degeyter Pierre
A00942,W0564,AG0626,,anonymous
A00943,W0303,AG0640,People's Literature,
A00944,W0305,AG0515,Deng Xiaoping,Balike Daineishi
A00945,W0531,AG0136,,Chaplin Charlie
A00946,W0535,AG0289,,He Zhanhao
A00947,W0306,AG0626,"Moving out, lucky soup",anonymous
A00948,W0566,AG0626,,anonymous
A00949,W0289,AG0626,Bible,anonymous
A00950,W0567,AG0626,,anonymous
A00951,W0568,AG0626,,anonymous
A00952,W0569,AG0642,,
A00953,W0570,AG0644,,
A00954,W0571,AG0645,,
A00955,W0572,AG0646,,
A00956,W0574,AG0648,,
A00957,W0574,AG0648,,
A00958,W0560,AG0638,,
A00959,W0307,AG0626,Gao zi di bingshu,anonymous
A00960,W0308,AG0626,Tian’anmen shijian shuoming le shenme,anonymous
A00961,W0309,AG0520,Middle School Cultural Revolution,Mo Zhijing
A00962,W0310,AG0521,XXX,Yang Baipeng
A00963,W0311,AG0522,Commentary Collections of Thirteen Literatures,Ruan Yuan
A00964,W0575,AG0523,,Shen Xin’gong
A00965,W0576,AG0626,,anonymous
A00966,W0577,AG0525,,Deng Lijun
A00967,W0578,AG0626,,anonymous
A00968,W0579,AG0626,,anonymous
A00969,W0580,AG0626,,anonymous
A00970,W0581,AG0626,,anonymous
A00971,W0582,AG0626,,anonymous
A00973,W0584,AG0527,,Eisenstein Sergei Mikhailovich
A00974,W0585,AG0528,,Chukhray Grigory Naumovich
A00975,W0586,AG0529,,Sica Vittorio De
A00977,W0588,AG0531,,Resnais Alain
A00978,W0589,AG0532,,Maruyama Seiji
A00979,W0590,AG0533,,Murayama Mitsuo
A00980,W0591,AG0534,,Fleischer Richard
A00981,W0592,AG0532,,Maruyama Seiji
A00982,W0593,AG0535,,Drăgan Mircea
A00983,W0286,AG0626,Morning Glow,anonymous
A00984,W0312,AG0536,Spark,Zhang Chunyuan
A00985,W0313,AG0626,Moni jisuanji yuanli,anonymous
A00986,W0314,AG0626,Beijing Review,anonymous
A00987,W0315,AG0626,Essential English,anonymous
A00988,W0316,AG0626,Da Buliedian baike cidian,anonymous
A00989,W0317,AG0626,Fayu,anonymous
A00990,W0318,AG0626,"Shishi qiu shi, you cuo bi jiu",anonymous
A00991,W0319,AG0351,Ailun Po quanji,Poe Edgar Allan
A00992,W0320,AG0626,Shi,anonymous
A00993,W0320,AG0626,Shi,anonymous
A00994,W0321,AG0626,Chunhua ge tie,anonymous
A00995,W0322,AG0626,Generalization of archaeology,anonymous
A00996,W0323,AG0626,Foreign film,anonymous
A00997,W0594,AG0626,,anonymous
A00998,W0595,AG0538,,Wen Jie
A00999,W0596,AG0539,,Yang Yanjin
A01003,W0554,AG0626,,anonymous
A01004,W0554,AG0626,,anonymous
A01005,W0554,AG0626,,anonymous
A01007,W0554,AG0626,,anonymous
A01009,W0257,AG0432,Dan xiang du de ren,Marcuse Herbert
A01010,W0401,AG0626,Book on Xinjiang,anonymous
A01017,W0625,AG0503,,Machtet Grigori
A01018,W0403,AG0150,Farewell Leighton Stuart,Mao Zedong
A01025,W0095,AG0224,Gangtie shi zenyang liancheng de,Ostrovsky Nikolai
A01026,W0095,AG0224,Gangtie shi zenyang liancheng de,Ostrovsky Nikolai
A01027,W0095,AG0224,Gangtie shi zenyang liancheng de,Ostrovsky Nikolai
A01028,W0626,AG0505,,Ren Xudong
A01029,W0554,AG0626,,anonymous
A01030,W0554,AG0626,,anonymous
A01031,W0554,AG0626,,anonymous
A01032,W0554,AG0626,,anonymous
A01033,W0554,AG0626,,anonymous
A01036,W0070,AG0441,"People, Years, Life",Ehrenburg Ilya
A01037,W0070,AG0441,"People, Years, Life",Ehrenburg Ilya
A01038,W0070,AG0441,"People, Years, Life",Ehrenburg Ilya
A01039,W0070,AG0441,"People, Years, Life",Ehrenburg Ilya
A01042,W0554,AG0626,,anonymous
A01051,W0381,AG0608,The Song of Ouyang Hai,Jin Jingmai
A01052,W0381,AG0608,The Song of Ouyang Hai,Jin Jingmai
A01054,W0071,AG0442,Ailuete lunwen xuan,Eliot T.S.
A01055,W0115,AG0204,Conquest Without War,Khrushchev Nikita
A01056,W0118,AG0244,Ni daodi yao shenme?,Kochetov Vsevolod
A01057,W0118,AG0244,Ni daodi yao shenme?,Kochetov Vsevolod
A01060,W0630,AG0610,,Kong Shangren
A01061,W0554,AG0626,,anonymous
A01062,W0115,AG0204,Conquest Without War,Khrushchev Nikita
A01063,W0055,AG0162,Analects,Kongzi
A01064,W0055,AG0162,Analects,Kongzi
A01065,W0105,AG0231,The Road to Serfdom,Hayek Friedrich
A01068,W0385,AG0613,Guangdong zenme ban,Li Yizhe
A01069,W0387,AG0615,Classical Theory of Fields,Ландау Лев Давидович
A01070,W0389,AG0616,Fortress Besieged,Qian Zhongshu
A01073,W0391,AG0618,Tracks in The Snowy Forest,Qu Bo
A01074,W0393,AG0619,Li Sao,Qu Yuan
A01075,W0393,AG0619,Li Sao,Qu Yuan
A01076,W0393,AG0619,Li Sao,Qu Yuan
A01077,W0397,AG0620,Impressions of The Red Capital,Qu Qiubai
A01078,W0395,AG0620,Journey to The Land of Hunger,Qu Qiubai
A01079,W0395,AG0620,Journey to The Land of Hunger,Qu Qiubai
A01080,W0397,AG0620,Impressions of The Red Capital,Qu Qiubai
A01082,W0370,AG0592,A Little Star Next to the Moon,Zhang Guotao
A01100,W0597,AG0626,,anonymous
A01101,W0598,AG0540,,Jin Fenghao
A01102,W0599,AG0543,,Wu Zuqiang
A01103,W0600,AG0542,,Xie Jin
A01104,W0324,AG0544,Tangshi san bai shou,Sun Zhu
A01105,W0324,AG0544,Tangshi san bai shou,Sun Zhu
A01106,W0324,AG0544,Tangshi san bai shou,Sun Zhu
A01107,W0324,AG0544,Tangshi san bai shou,Sun Zhu
A01108,W0558,AG0626,,anonymous
A01109,W0601,AG0626,,anonymous
A01110,W0601,AG0626,,anonymous
A01111,W0602,AG0626,,anonymous
A01112,W0603,AG0626,,anonymous
A01113,W0604,AG0626,,anonymous
A01114,W0605,AG0626,,anonymous
A01115,W0325,AG0649,Shijie wenxue,
A01116,W0326,AG0626,Foreign Literature Studies,anonymous
A01117,W0327,AG0545,Moshi ya mo,Huang Xiang
A01118,W0606,AG0546,,Rodygin Evgeny Pavlovich
A01119,W0607,AG0548,,Qin Yongcheng
A01120,W0328,AG0626,Literature and History Data Selection,anonymous
A01121,W0293,AG0626,Complete Tang Poems,anonymous
A01122,W0329,AG0650,Dongfang zazhi,
A01123,W0330,AG0009,Jintian,Bei Dao
A01124,W0065,AG0166,100.000 Whys,Ilin Mikhail
A01125,W0331,AG0550,Andersen's Fairy Tales,Andersen Hans Christian
A01126,W0332,AG0157,Makesi Engesi xuanji,Marx Karl
A01127,W0333,AG0626,Going to School,anonymous
A01128,W0284,AG0626,Translation of Selected Passages,anonymous
A01129,W0304,AG0641,Xiangjiang Literature,
A01130,W0334,AG0626,Erospace Knowledge,anonymous
A01131,W0335,AG0651,Knowledge is Power,
A01132,W0336,AG0652,Art,
A01133,W0608,AG0551,,Yakovlevich Kryzhanivskyi Danylo
A01134,W0337,AG0626,China Pictorial,anonymous
A01135,W0338,AG0626,Jiefangjun huabao,anonymous
A01136,W0609,AG0553,,Zhang Bi
A01137,W0339,AG0626,Guangming Daily,anonymous
A01138,W0610,AG0554,,Li Zongjin
A01139,W0340,AG0431,Lanman shan hua,Xu Bing
A01140,W0341,AG0653,Jiefangjun wenyi,
A01141,W0342,AG0626,Beijing Daily,anonymous
A01143,W0611,AG0626,,anonymous
A01144,W0612,AG0555,,Clair René
A01145,W0613,AG0556,,Hoffmann Kurt
A01146,W0614,AG0557,,Staudte Wolfgang
A01147,W0615,AG0556,,Hoffmann Kurt
A01148,W0616,AG0558,,Mur Oti Manuel Mur Oti
A01149,W0617,AG0559,,Autant-Lara Claude
A01150,W0618,AG0560,,Fellini Federico
A01152,W0343,AG0626,Climb up,anonymous
A01153,W0611,AG0626,,anonymous
A01154,W0612,AG0555,,Clair René
A01155,W0613,AG0556,,Hoffmann Kurt
A01156,W0614,AG0557,,Staudte Wolfgang
A01157,W0615,AG0556,,Hoffmann Kurt
A01158,W0616,AG0558,,Mur Oti Manuel Mur Oti
A01159,W0617,AG0559,,Autant-Lara Claude
A01160,W0618,AG0560,,Fellini Federico
A01162,W0344,AG0626,Fan Gao zhuan,anonymous
A01163,W0345,AG0626,Michelangelo,anonymous
A01164,W0346,AG0626,Hong jianzhang,anonymous
A01165,W0347,AG0626,Fennu de huitou,anonymous
A01166,W0066,AG0626,A Thousand and One Nights,anonymous
A01167,W0348,AG0626,English Textbook,anonymous
A01168,W0350,AG0562,Ancient Chinese,Wang Li
A01169,W0351,AG0563,Raise the Eyebrows and Pull the Sword Out,Wang Lishan
A01170,W0352,AG0564,Wang Shikuo sumiao xuan,Wang Shikuo
A01171,W0353,AG0565,Green Monster,Wang Xiaobo
A01173,W0354,AG0567,Guwen Guanzhi,Wu Chucai
A01174,W0354,AG0567,Guwen Guanzhi,Wu Chucai
A01175,W0134,AG0266,Journey to the West,Wu Cheng‘en
A01176,W0134,AG0266,Journey to the West,Wu Cheng‘en
A01177,W0355,AG0569,Rulin Waishi,Wu Jingzi
A01178,W0356,AG0570,Trouble shooting and repair of radio equipment,Wu Dishun
A01180,W0627,AG0573,,Xia Chun
A01181,W0627,AG0573,,Xia Chun
A01182,W0628,AG0574,,Xiao Hua
A01183,W0357,AG0575,Geming lies shi chao,Xiao San
A01184,W0358,AG0576,Hongqi piaopiao,Xiao Yemu
A01185,W0629,AG0577,,Xie Tieli
A01186,W0359,AG0578,Jiaxuan Poems,Xin Qiji
A01187,W0360,AG0115,On the Study of Political Economy in Socialist Period,Xu Chenggang
A01188,W0361,AG0579,Gedebahe Caixiang,Xu Chi
A01189,W0362,AG0579,Qilianshan xia,Xu Chi
A01190,W0363,AG0580,Aiyinsitan wenji,Xu Liangying
A01193,W0401,AG0626,Book on Xinjiang,anonymous
A01194,W0401,AG0626,Book on Xinjiang,anonymous
A01195,W0366,AG0134,Mountain Township and Blood Fire,Yan Lianke
A01196,W0632,AG0585,,Yang Lanchun
A01197,W0367,AG0586,Qingchun zhi ge,Yang Mo
A01198,W0367,AG0586,Qingchun zhi ge,Yang Mo
A01199,W0633,AG0060,,Yang Xiguang
A01200,W0105,AG0231,The Road to Serfdom,Hayek Friedrich
A01201,W0413,AG0605,The Third Way,Sik Ota
A01202,W0009,AG0112,The New Class,Milovan Djilas
A01301,W0073,AG0443,Hello Sadness,Éluard Paul
A01304,W0368,AG0590,Internal Medicine,Ying Yuanyue
A01305,W0369,AG0591,Chushen lun,Yu Luoke
A01306,W0369,AG0591,Chushen lun,Yu Luoke
A01307,W0370,AG0592,A Little Star Next to the Moon,Zhang Guotao
A01308,W0371,AG0012,Baiyangdian,Genzi
A01309,W0372,AG0012,Bridge over the Abyss,Genzi
A01310,W0373,AG0012,Type of laughter,Genzi
A01313,W0631,AG0582,,Yamaguchi Shirley
A01314,W0364,AG0583,Evolution and Ethics,Yan Fu
A01315,W0365,AG0018,Qiongren,Yan Li
A01316,W0374,AG0592,My Memories,Zhang Guotao
A01317,W0375,AG0593,Our Monument,Zhang Liaoliao
A01318,W0376,AG0594,Fenjiexian,Zhang Kangkang
A01319,W0634,AG0595,,Zhang Tianmin
A01320,W0635,AG0595,,Zhang Tianmin
A01321,W0636,AG0596,,Zhao Ming
A01322,W0406,AG0597,Chinese Historical Anthology,Zhou Yutong
A01323,W0407,AG0225,Baofeng zhouyu,Zhou Libo
A01324,W0408,AG0598,The Aesthetic History of West,Zhu Guangqian
A01325,W0408,AG0598,The Aesthetic History of West,Zhu Guangqian
A01326,W0637,AG0599,,Zhu Shilin
A01330,W0410,AG0603,Wandering in Absolute Freedom,Zhuang Zhou
A01331,W0410,AG0603,Wandering in Absolute Freedom,Zhuang Zhou
A01332,W0411,AG0603,Autumn Floods,Zhuang Zhou
A01333,W0412,AG0604,Zuo Zhuan,Zuo Qiuming
A01334,W0412,AG0604,Zuo Zhuan,Zuo Qiuming
A01335,W0638,AG0626,,anonymous
A01337,W0530,AG0080,,Anagnosti Dhimitër
A01339,W0539,AG0030,,Dong Shabei
A01340,W0540,AG0281,,Dvořák Antonín
A01341,W0541,AG0281,,Dvořák Antonín
A01342,W0554,AG0626,,anonymous
A01343,W0417,AG0654,Nikesong qi ren qi shi,
A01345,W0349,AG0150,Carry the Revolution Through to the End,Mao Zedong
