A00525,AG0045,W0229,Xie,Shengxian
A00526,AG0106,W0230,Shu,Ting
A00527,AG0103,W0230,Han,Shaogong
A00601,AG0116,W0184,Li,Daxing
A00602,AG0033,W0187,Zhou,Ziren
A00603,AG0041,W0414,Zhao,Xiaoling
A00604,AG0018,W0414,Yan,Li
A00606,AG0103,W0185,Han,Shaogong
A00607,AG0103,W0185,Han,Shaogong
A00608,AG0125,W0554,Chen,Danqing
A00610,AG0117,W0189,Chen,Jianhua
A00611,AG0117,W0414,Chen,Jianhua
A00612,AG0118,W0190,Bo,Hua
A00613,AG0115,W0231,Xu,Chenggang
A00614,AG0115,W0232,Xu,Chenggang
A00615,AG0114,W0414,Zhang,Yang
A00616,AG0106,W0233,Shu,Ting
A00617,AG0118,W0414,Bo,Hua
A00618,AG0359,W0234,Ma,Xinglin
A00619,AG0118,W0234,Bo,Hua
A00620,AG0118,W0235,Bo,Hua
A00621,AG0116,W0236,Li,Daxing
A00622,AG0103,W0414,Han,Shaogong
A00624,AG0134,W0548,Yan,Lianke
A00625,AG0033,W0237,Zhou,Ziren
A00626,AG0103,W0414,Han,Shaogong
A00627,AG0103,W0549,Han,Shaogong
A00628,AG0123,W0238,Bao,Kun
A00629,AG0116,W0238,Li,Daxing
A00630,AG0020,W0238,Gao,Hua
A00631,AG0033,W0120,Zhou,Ziren
A00632,AG0114,W0120,Zhang,Yang
A00633,AG0103,W0120,Han,Shaogong
A00634,AG0103,W0120,Han,Shaogong
A00635,AG0114,W0414,Zhang,Yang
A00636,AG0369,W0239,Lu,Shu Jiang
A00637,AG0048,W0123,Piao,Mu
A00638,AG0020,W0123,Gao,Hua
A00639,AG0118,W0123,Bo,Hua
A00640,AG0061,W0123,Siao,Eva
A00641,AG0249,W0124,Gu,Yunpu
A00642,AG0249,W0414,Gu,Yunpu
A00643,AG0029,W0414,Wu,Hong
A00644,AG0118,W0414,Bo,Hua
A00645,AG0143,W0414,Wu,
A00646,AG0187,W0241,Li,Qian
A00647,AG0114,W0429,Zhang,Yang
A00648,AG0032,W0240,Zhu,Shixian
A00649,AG0031,W0240,Huang,Guangzu
A00650,AG0106,W0414,Shu,Ting
A00651,AG0124,W0151,Xiao,Xiao
A00652,AG0114,W0414,Zhang,Yang
A00653,AG0197,W0269,Li,Ling
A00654,AG0124,W0269,Xiao,Xiao
A00655,AG0156,W0269,Song,Yongyi
A00656,AG0103,W0269,Han,Shaogong
A00657,AG0057,W0207,Qi,Zhi
A00658,AG0310,W0208,Zhu,Zhenglin
A00659,AG0118,W0209,Bo,Hua
A00670,AG0103,W0209,Han,Shaogong
A00671,AG0029,W0414,Wu,Hong
A00672,AG0031,W0210,Huang,Guangzu
A00673,AG0105,W0211,Xu,Xiao
A00674,AG0020,W0211,Gao,Hua
A00675,AG0214,W0211,Ye,Weili
A00676,AG0103,W0211,Han,Shaogong
A00677,AG0029,W0414,Wu,Hong
A00678,AG0130,W0211,Link,Perry
A00679,AG0124,W0212,Xiao,Xiao
A00680,AG0020,W0212,Gao,Hua
A00681,AG0045,W0213,Xie,Shengxian
A00683,AG0123,W0554,Bao,Kun
A00684,AG0122,W0554,Fan,Qian
A00685,AG0020,W0215,Gao,Hua
A00686,AG0115,W0216,Xu,Chenggang
A00687,AG0343,W0414,Ma,Bo
A00690,AG0282,W0414,Mu,Aiping
A00691,AG0282,W0414,Mu,Aiping
A00692,AG0298,W0414,Yang,
A00694,AG0103,W0414,Han,Shaogong
A00695,AG0103,W0153,Han,Shaogong
A00702,AG0374,W0045,A,Cheng
A00703,AG0020,W0045,Gao,Hua
A00704,AG0020,W0001,Gao,Hua
A00705,AG0114,W0242,Zhang,Yang
A00706,AG0114,W0243,Zhang,Yang
A00707,AG0114,W0245,Zhang,Yang
A00708,AG0052,W0138,Huang,Yongsheng
A00709,AG0134,W0138,Yan,Lianke
A00711,AG0037,W0246,Huang,Xiaozhen
A00712,AG0036,W0246,Huang,Zhongjing
A00713,AG0063,W0246,Gao,Yuan
A00714,AG0018,W0414,Yan,Li
A00715,AG0114,W0095,Zhang,Yang
A00716,AG0033,W0095,Zhou,Ziren
A00717,AG0033,W0095,Zhou,Ziren
A00718,AG0029,W0247,Wu,Hong
A00720,AG0104,W0247,Wang,Shiqiang
A00721,AG0114,W0414,Zhang,Yang
A00722,AG0020,W0248,Gao,Hua
A00723,AG0149,W0248,Liu,Nina
A00724,AG0149,W0248,Liu,Nina
A00725,AG0032,W0551,Zhu,Shixian
A00726,AG0031,W0551,Huang,Guangzu
A00727,AG0037,W0249,Huang,Xiaozhen
A00728,AG0004,W0414,Mang,Ke
A00729,AG0114,W0250,Zhang,Yang
A00730,AG0045,W0044,Xie,Shengxian
A00731,AG0114,W0252,Zhang,Yang
A00732,AG0430,W0252,Huang,Ziping
A00733,AG0134,W0252,Yan,Lianke
A00734,AG0215,W0253,Ma,Xiaodong
A00735,AG0063,W0254,Gao,Yuan
A00736,AG0063,W0254,Gao,Yuan
A00737,AG0431,W0255,Xu,Bing
A00738,AG0063,W0255,Gao,Yuan
A00740,AG0431,W0256,Xu,Bing
A00742,AG0242,W0258,Wong,Jan
A00743,AG0433,W0258,Shulman,Norman
A00744,AG0121,W0258,Bao,Jia
A00745,AG0115,W0258,Xu,Chenggang
A00746,AG0054,W0258,Hou,Wailu
A00747,AG0020,W0259,Gao,Hua
A00748,AG0020,W0050,Gao,Hua
A00749,AG0124,W0261,Xiao,Xiao
A00750,AG0103,W0414,Han,Shaogong
A00751,AG0103,W0414,Han,Shaogong
A00752,AG0106,W0262,Shu,Ting
A00753,AG0053,W0414,Xi,Liufang
A00754,AG0047,W0414,Hui,Xianjun
A00755,AG0114,W0414,Zhang,Yang
A00756,AG0029,W0414,Wu,Hong
A00757,AG0143,W0414,Wu,
A00758,AG0106,W0414,Shu,Ting
A00759,AG0130,W0264,Link,Perry
A00760,AG0020,W0265,Gao,Hua
A00761,AG0114,W0414,Zhang,Yang
A00762,AG0103,W0414,Han,Shaogong
A00763,AG0002,W0266,Mou,Dunbai
A00764,AG0125,W0553,Chen,Danqing
A00765,AG0009,W0414,Bei,Dao
A00766,AG0033,W0267,Zhou,Ziren
A00767,AG0002,W0268,Mou,Dunbai
A00768,AG0029,W0011,Wu,Hong
A00769,AG0103,W0414,Han,Shaogong
A00770,AG0014,W0004,Zhao,Yifan
A00800,AG0506,W0414,Gong,Sasha
A00801,AG0506,W0134,Gong,Sasha
A00802,AG0506,W0134,Gong,Sasha
A00804,AG0506,W0269,Gong,Sasha
A00805,AG0506,W0414,Gong,Sasha
A00806,AG0506,W0414,Gong,Sasha
A00810,AG0252,W0414,Zhao,Yuesheng
A00811,AG0103,W0414,Han,Shaogong
A00812,AG0197,W0414,Li,Ling
A00813,AG0020,W0414,Gao,Hua
A00814,AG0020,W0414,Gao,Hua
A00815,AG0020,W0414,Gao,Hua
A00816,AG0020,W0414,Gao,Hua
A00817,AG0020,W0414,Gao,Hua
A00818,AG0020,W0414,Gao,Hua
A00819,AG0020,W0414,Gao,Hua
A00820,AG0020,W0414,Gao,Hua
A00821,AG0114,W0270,Zhang,Yang
A00822,AG0114,W0271,Zhang,Yang
A00823,AG0114,W0272,Zhang,Yang
A00824,AG0114,W0273,Zhang,Yang
A00825,AG0114,W0414,Zhang,Yang
A00826,AG0253,W0414,Tang,Ke
A00829,AG0117,W0414,Chen,Jianhua
A00830,AG0103,W0414,Han,Shaogong
A00831,AG0197,W0414,Li,Ling
A00832,AG0116,W0414,Li,Daxing
A00833,AG0029,W0414,Wu,Hong
A00834,AG0143,W0414,Wu,
A00835,AG0029,W0414,Wu,Hong
A00836,AG0116,W0414,Li,Daxing
A00837,AG0117,W0554,Chen,Jianhua
A00838,AG0118,W0414,Bo,Hua
A00839,AG0103,W0414,Han,Shaogong
A00840,AG0252,W0555,Zhao,Yuesheng
A00841,AG0116,W0414,Li,Daxing
A00842,AG0010,W0556,Duo,Duo
A00843,AG0118,W0556,Bo,Hua
A00844,AG0143,W0414,Wu,
A00845,AG0029,W0414,Wu,Hong
A00846,AG0035,W0554,Zhang,Kunquan
A00847,AG0035,W0414,Zhang,Kunquan
A00848,AG0118,W0414,Bo,Hua
A00849,AG0117,W0554,Chen,Jianhua
A00851,AG0051,W0620,Liu,Haiou
