act_id,agent,action,act_object,act_target,start,end,narrative_time,substantial_discussion,source,page,source_status,fictionality,commentary,note,created,created_by,last_modified,last_modified_by
A01972,P1235,AT43,PS09999,,2000..2050~,2000..2050~,,Matthew never reads newspapers. He’s not interested in politics,SS00621,109,3,F,unknown work; G55,Translation,2021-07-10,MG,2021-07-10,MG
A01973,P1234,AT01,PS09999,,2000..2050~,2000..2050~,,He reads about and from China. Longing for home,SS00621,111,3,F,unknown work; G99,Translation,2021-07-10,MG,2021-07-10,MG
A01974,P1235,AT71,PS09999,,2000..2050~,2000..2050~,,he has access to all publications worldwide through wireless transmission. But he does not read it,SS00621,111,3,F,unknown work; G19,Translation,2021-07-10,MG,2021-07-10,MG
A01975,P1235,AT71,PS09999,,2000..2050~,2000..2050~,,he has access to all publications worldwide through wireless transmission. But he does not read it,SS00621,111,3,F,unknown work; literature in general,Translation,2021-07-10,MG,2021-07-10,MG
A01976,P1234,AT05,PS09999,,2000..2050~,2000..2050~,,a reference book on electronics on a bookshelf,SS00621,104,3,F,unknown work; G86,Translation,2021-07-10,MG,2021-07-10,MG
A01977,P1234,AT05,PS09999,,2000..2050~,2000..2050~,,pornographic novels on a bookshelf,SS00621,104,3,F,unknown work; G04,Translation,2021-07-10,MG,2021-07-10,MG
A01978,P1234,AT05,PS00906,,2000..2050~,2000..2050~,,,SS00621,104,3,F,,Translation,2021-07-10,MG,2021-07-10,MG
A01979,P1234,AT05,PS00907,,2000..2050~,2000..2050~,,,SS00621,104,3,F,,Translation,2021-07-10,MG,2021-07-10,MG
A01980,P1234,AT05,PS00908,,2000..2050~,2000..2050~,,,SS00621,104,3,F,,Translation,2021-07-10,MG,2021-07-10,MG
A01981,P1234,AT05,AW09999,,2000..2050~,2000..2050~,,Records of the Beatles,SS00621,104,3,F,unknown artwork by I0002 ; AF05,Translation,2021-07-10,MG,2021-07-10,MG
A01982,P1234,AT05,AW09999,,2000..2050~,2000..2050~,,Rock n’ Roll records,SS00621,104,3,F,unknown artwork; AF05,Translation,2021-07-10,MG,2021-07-10,MG
A01983,P1234,AT45,PS09999,,2000..2050~,2000..2050~,,,SS00621,114,3,F,unknown work by P1236,Translation,2021-07-10,MG,2021-07-10,MG
A01984,P1239,AT13,PS09999,,2008..2050~,2008..2050~,,writes an diary,SS00627,27,3,F,unknown work ; G14,Translation,2021-07-10,MG,2021-07-10,MG
A01985,P1239,AT13,PS09999,,2008..2050~,2008..2050~,,blog post,SS00627,13,3,F,unknown work ; G14,Translation,2021-07-10,MG,2021-07-10,MG
A01986,P1239,AT13,PS00909,,2008..2050~,2008..2050~,,reports in Art World Magazine,SS00627,,3,F,,page number 27? Translation,2021-07-10,MG,2021-07-10,MG
A01987,P1239,AT13,PS09999,,2008..2050~,2008..2050~,,news media,SS00627,27,3,F,unknown work; G52,Translation,2021-07-10,MG,2021-07-10,MG
A01988,P1238,AT01,PS09999,,2008..2050~,2008..2050~,3,he reads the architect’s diary decades later,SS00627,9,3,F,unknown work ; G14,Translation,2021-07-10,MG,2021-07-10,MG
A01989,P1238,AT45,AW00211,,2008..2050~,2008..2050~,,,SS00627,13,3,F,,Translation,2021-07-10,MG,2021-07-10,MG
A01990,P1238,AT45,AW00212,,2008..2050~,2008..2050~,,,SS00627,13,3,F,,Translation,2021-07-10,MG,2021-07-10,MG
A01991,P1238,AT45,AW00213,,2008..2050~,2008..2050~,,,SS00627,13,3,F,,Translation,2021-07-10,MG,2021-07-10,MG
A01992,P1238,AT45,AW00214,,2008..2050~,2008..2050~,,,SS00627,13,3,F,,Translation,2021-07-10,MG,2021-07-10,MG
A01993,P1238,AT45,AW09999,,2008..2050~,2008..2050~,,,SS00627,13,3,F,unknown artwork by P1241,Translation,2021-07-10,MG,2021-07-10,MG
A01994,P1238,AT45,AW00215,,2008..2050~,2008..2050~,,,SS00627,39,3,F,,Translation,2021-07-10,MG,2021-07-10,MG
A01995,P1238,AT45,AW00216,,2008..2050~,2008..2050~,,,SS00627,39,3,F,,Translation,2021-07-10,MG,2021-07-10,MG
A01996,P1242,AT05,Q0040,,-0930,-0930,,story ends with a comment on the 3 laws of robotics. A 4th law is necessary: robot must not fall in love,SS00623,8,3,F,,Translation,2021-07-11,MG,2021-07-31,MG
A01997,P1244,AT68,PS09999,,2000..2050~,2000..2050~,,,SS00629,145,3,F,unknown work; classical literature,Translation,2021-07-11,MG,2021-07-11,MG
A01998,P1243,AT01,PS09999,,2000..2050~,2000..2050~,,reads the homework of Yiyi’s students,SS00629,148,3,F,unknown work,Translation,2021-07-11,MG,2021-07-11,MG
A01999,P1243,AT01,PS00916,,2000..2050~,2000..2050~,,,SS00629,149,3,F,,Translation,2021-07-11,MG,2021-07-11,MG
A02000,P1245,AT01,PS00916,,2000..2050~,2000..2050~,,interprets it ignoring all aesthetic qualities,SS00629,149,3,F,,Translation,2021-07-11,MG,2021-07-11,MG
A02001,P1243,AT01,PS00910,,2000..2050~,2000..2050~,,,SS00629,149,3,F,,Translation,2021-07-11,MG,2021-07-11,MG
A02002,P1243,AT01,PS00911,,2000..2050~,2000..2050~,,,SS00629,149,3,F,,Translation,2021-07-11,MG,2021-07-11,MG
A02003,P1243,AT01,PS00912,,2000..2050~,2000..2050~,,,SS00629,149,3,F,,Translation,2021-07-11,MG,2021-07-11,MG
A02004,P1243,AT01,PS00913,,2000..2050~,2000..2050~,,,SS00629,149,3,F,,Translation,2021-07-11,MG,2021-07-11,MG
A02005,P1243,AT01,PS00914,,2000..2050~,2000..2050~,,,SS00629,149,3,F,,Translation,2021-07-11,MG,2021-07-11,MG
A02006,P1243,AT01,PS00915,,2000..2050~,2000..2050~,,,SS00629,149,3,F,,Translation,2021-07-11,MG,2021-07-11,MG
A02007,P1243,AT16,PS09999,,2000..2050~,2000..2050~,,God transforms into Li Bai; uses ink; gets drunk; throws up,SS00629,153ff,3,F,unknown work by P1246,Translation,2021-07-11,MG,2021-07-11,MG
A02008,P1244,AT51,PS09999,,2000..2050~,2000..2050~,,appreciation of the poetry cloud. Yiyi sees the beauty of technology,SS00629,172,3,F,unknown work; G10,Translation,2021-07-11,MG,2021-07-11,MG
A02009,P1243,AT13,PS09999,,2000..2050~,2000..2050~,,sees the limits of technology,SS00629,173,3,F,unknown work; G10,Translation,2021-07-11,MG,2021-07-11,MG
A02010,P1243,AT01,PS09999,,2000..2050~,2000..2050~,,has read some poems and predicts Yiyi’s future,SS00629,173,3,F,unknown work; G10,Translation,2021-07-11,MG,2021-07-11,MG
A02011,P1244,AT50,PS09999,,2000..2050~,2000..2050~,,technology is antipoetic,SS00629,160,3,F,unknown work; G10,Translation,2021-07-11,MG,2021-07-11,MG
A02012,P1243,AT19,PS09999,,2000..2050~,2000..2050~,,'The meaning of a poem does not depend on your approval nor mine nor anyone elses’. It is determined by time.’,SS00629,165,3,F,unknown work; G10,Translation,2021-07-11,MG,2021-07-11,MG
A02013,P1251,AT45,Q0043,,2000..2050~,2000..2050~,,Adam Smith quote as motto to the story,SS00631,197,3,F,,Translation,2021-07-14,MG,2021-07-14,MG
A02014,P1251,AT45,PS09999,,2000..2050~,2000..2050~,,Reference to Paoxiao; creature of ancient myths,SS00631,199,3,F,unknown work; G83,Translation,2021-07-14,MG,2021-07-14,MG
A02015,P1251,AT45,Q0044,,2000..2050~,2000..2050~,,,SS00631,204,3,F,,Translation,2021-07-14,MG,2021-07-14,MG
A02016,P1251,AT45,PS09999,,2000..2050~,2000..2050~,,,SS00631,215,3,F,unknown work by P1253; G19,Translation,2021-07-14,MG,2021-07-14,MG
A02017,P1251,AT01,PS00919,,2000..2050~,2000..2050~,,,SS00631,217,3,F,,Translation,2021-07-14,MG,2021-07-14,MG
A02018,P1251,AT05,PS09999,,2000..2050~,2000..2050~,,Meta-fictional comment. Unclear whether on Orphans or on Balin,SS00631,223,3,F,,Translation,2021-07-14,MG,2021-07-14,MG
A02019,P1254,AT45,PS00920,,2000..2050~,2000..2050~,,Meta-text,SS00630,,3,F,,Translation,2021-07-14,MG,2021-07-14,MG
A02020,P1254,AT05,PS09999,,2000..2050~,2000..2050~,,Demon challenges a row of renown physicists,SS00630,,3,F,unknown work by P0084,Translation,2021-07-14,MG,2021-07-14,MG
A02021,P1254,AT05,PS09999,,2000..2050~,2000..2050~,,Demon challenges a row of renown physicists,SS00630,,3,F,unknown work by P1136,Translation,2021-07-14,MG,2021-07-14,MG
A02022,P1254,AT05,PS09999,,2000..2050~,2000..2050~,,Demon challenges a row of renown physicists,SS00630,,3,F,unknown work by P0800,Translation,2021-07-14,MG,2021-07-14,MG
A02023,P1254,AT05,PS09999,,2000..2050~,2000..2050~,,Demon challenges a row of renown physicists,SS00630,,3,F,unknown work by P1255,Translation,2021-07-14,MG,2021-07-14,MG
A02024,P1254,AT05,PS09999,,2000..2050~,2000..2050~,,Demon challenges a row of renown physicists,SS00630,,3,F,unknown work by P1256,Translation,2021-07-14,MG,2021-07-14,MG
A02025,P1254,AT05,PS09999,,2000..2050~,2000..2050~,,Demon challenges a row of renown physicists,SS00630,,3,F,unknown work by P1257,Translation,2021-07-14,MG,2021-07-14,MG
A02026,P1254,AT05,PS09999,,2000..2050~,2000..2050~,,Demon challenges a row of renown physicists,SS00630,,3,F,unknown work by P1258,Translation,2021-07-14,MG,2021-07-14,MG
A02027,P1254,AT05,PS09999,,2000..2050~,2000..2050~,,Demon challenges a row of renown physicists,SS00630,,3,F,unknown work by P1259,Translation,2021-07-14,MG,2021-07-14,MG
A02028,P1254,AT05,PS09999,,2000..2050~,2000..2050~,,Demon challenges a row of renown physicists,SS00630,,3,F,unknown work by P1260,Translation,2021-07-14,MG,2021-07-14,MG
A02029,P0999,AT21,Q0045,,2000..2050~,2000..2050~,,an inspector gives a political lesson starting with a quote from Book of Songs,SS00632,28,3,F,,Translation,2021-07-19,MG,2021-07-19,MG
A02030,P1261,AT69,PS09999,,2000..2050~,2000..2050~,,Takes along a biology textbook after his friend died. Memento for the parents,SS00632,23;26,3,F,unknown work; G20,Translation,2021-07-19,MG,2021-07-19,MG
A02031,P1263,AT01,PS09999,,2000..2050~,2000..2050~,,,SS00632,25,3,F,unknown work,Translation,2021-07-19,MG,2021-07-19,MG
A02032,P1261,AT45,PS09999,,2000..2050~,2000..2050~,,Pea as nickname for a friend who claims that Mendel was his ancestor (meta-text),SS00632,23,3,F,unknown work by P1262,Translation,2021-07-19,MG,2021-07-19,MG
A02033,P1261,AT05,AW09999,,2000..2050~,2000..2050~,,'Today all I have is my shell..’,SS00632,46,3,F,unknown artwork AF05,Translation,2021-07-19,MG,2021-07-19,MG
A02034,P1265,AT45,PS00922,,2000..2050~,2000..2050~,,,SS00638,356,3,F,,Translation,2021-07-19,MG,2021-07-19,MG
A02035,P1266,AT45,PS09999,,2000..2050~,2000..2050~,,high resolution of I Pad compared to ‘another Gutenberg revolution’,SS00646,417,3,F,unknown work by P1267,Translation,2021-07-21,MG,2021-07-21,MG
A02036,P1266,AT45,AW00219,,2000..2050~,2000..2050~,,,SS00646,420,3,F,,Translation,2021-07-21,MG,2021-07-21,MG
A02037,P1266,AT45,PS09999,,2000..2050~,2000..2050~,,Vietnam War,SS00646,420,3,F,unknown work; G41,Translation,2021-07-21,MG,2021-07-21,MG
A02038,P1266,AT45,PS09999,,2000..2050~,2000..2050~,,,SS00646,423ff,3,F,unknown work by P0337,Translation,2021-07-21,MG,2021-07-21,MG
A02039,P1266,AT45,PS00923,,2000..2050~,2000..2050~,,,SS00646,423ff,3,F,,Translation,2021-07-21,MG,2021-07-21,MG
A02040,P1266,AT45,PS00924,,2000..2050~,2000..2050~,,,SS00646,423ff,3,F,,Translation,2021-07-21,MG,2021-07-21,MG
A02041,P1266,AT45,PS09999,,2000..2050~,2000..2050~,,Amazon Legend,SS00646,426,3,F,unknown work; G83,Translation,2021-07-21,MG,2021-07-21,MG
A02042,P1266,AT45,PS00925,,2000..2050~,2000..2050~,,,SS00646,426,3,F,,Translation,2021-07-21,MG,2021-07-21,MG
A02043,P1266,AT45,Q0046,,2000..2050~,2000..2050~,,,SS00646,428,3,F,,Translation,2021-07-21,MG,2021-07-21,MG
A02044,P1266,AT45,Q0047,,2000..2050~,2000..2050~,,,SS00646,441,3,F,,Translation,2021-07-21,MG,2021-07-21,MG
A02045,P1266,AT45,Q0048,,2000..2050~,2000..2050~,,,SS00646,438,3,F,,Translation,2021-07-21,MG,2021-07-21,MG
A02046,P1266,AT45,AW00217,,2000..2050~,2000..2050~,,,SS00646,434,3,F,,Translation,2021-07-21,MG,2021-07-21,MG
A02047,P1266,AT45,AW00218,,2000..2050~,2000..2050~,,,SS00646,439,3,F,,Translation,2021-07-21,MG,2021-07-21,MG
A02048,P1266,AT45,PS00926,,2000..2050~,2000..2050~,,,SS00646,439,3,F,,Translation,2021-07-21,MG,2021-07-21,MG
A02049,P1266,AT45,PS00927,,2000..2050~,2000..2050~,,,SS00646,432,3,F,,Translation,2021-07-21,MG,2021-07-21,MG
A02050,P1266,AT45,PS00873,,2000..2050~,2000..2050~,,,SS00646,441,3,F,,Translation,2021-07-21,MG,2021-07-21,MG
A02051,P1266,AT45,PS09999,,2000..2050~,2000..2050~,,'numerous literary and multimedia work celebrated the long youth’,SS00646,433,3,F,,Translation,2021-07-21,MG,2021-07-21,MG
A02052,P1266,AT01,PS09999,,2000..2050~,2000..2050~,,reading ritual: buying a magazine; drinking tea,SS00646,435,3,F,unknown work,Translation,2021-07-21,MG,2021-07-21,MG
A02053,P1266,AT45,Q0047,,2000..2050~,2000..2050~,,,SS00646,443,3,F,,Translation,2021-07-21,MG,2021-07-21,MG
A02054,P1266,AT45,PS09999,,2000..2050~,2000..2050~,,,SS00646,443,3,F,unknown work by P1276,Translation,2021-07-21,MG,2021-07-21,MG
A02055,P1277,AT45,PS09999,,2000..2050~,2000..2050~,,,SS00640,235,3,F,I0137,Translation,2021-07-21,MG,2021-07-21,MG
A02056,P1277,AT45,PS00928,,2000..2050~,2000..2050~,,,SS00640,,3,F,,Translation,2021-07-23,MG,2021-07-23,MG
A02057,P1175,AT45,PS00928,,2012..2013,2012..2013,,,SS00639,349,3,F,,Translation,2021-07-23,MG,2021-07-23,MG
A02058,P1150,AT01,PS00929,,2000..2050~,2000..2050~,,,SS00655,109,3,F,,,2021-07-23,MG,2021-07-23,MG
A02059,P1150,AT01,PS00930,,2000..2050~,2000..2050~,,,SS00655,109,3,F,,,2021-07-23,MG,2021-07-23,MG
A02060,P1163,AT33,PS09999,,2030..2050~,2030..2050~,,Stories – if good – can be traded for a meal at the restaurant,SS00645,327-340,3,F,L0011,Translation,2021-06-12,MG,2021-07-25,MG
A00001,AG0062,AT01,W0002,,1973,1973,NULL,NULL,W0418,196f,NULL,NULL,,not sure whether the reading took place in SP0011 (see discussion),2017-07-12,OS,2020-12-09,MG
A00002,AG0103,AT01,W0003,,1972,1976,NULL,NULL,W0421,581,NULL,NULL,,,2017-07-12,OS,2020-12-09,MG
A00003,AG0017,AT01,W0414,,1968,1978,NULL,NULL,W0422,219,NULL,NULL,unknown work by: AG0076 G10,,2017-07-12,OS,2020-12-09,MG
A00004,AG0105,AT01,W0004,,1972,1975,NULL,NULL,W0424,381,NULL,NULL,,,2017-07-12,OS,2020-04-04,DP
A00005,AG0014,AT02,W0004,AG0105,1972,1975,NULL,NULL,W0424,381,NULL,NULL,,,2017-07-12,OS,2020-04-04,DP
A00006,AG0106,AT04,W0005,,1969,1969,NULL,NULL,W0425,300,NULL,NULL,,,2017-07-19,LH,2020-12-09,MG
A00007,AG0020,AT04,W0005,,1966,1976,NULL,NULL,W0420,133,NULL,NULL,,,2017-07-19,LH,2020-04-04,DP
A00008,AG0009,AT01,W0007,,1966,19XX,NULL,NULL,W0423,80,NULL,NULL,,,2017-07-19,OS,2020-04-04,DP
A00009,AG0014,AT03,W0009,AG0105,1966,1970?,NULL,NULL,W0424,381,NULL,NULL,,,2017-07-25,MG,2020-04-04,DP
A00010,AG0113,AT04,W0010,,1971,1971,NULL,NULL,W0426,ONLINE SOURCE,NULL,NULL,,,2017-07-27,LH,2020-04-04,DP
A00011,AG0103,AT01,W0009,,1968,1974,NULL,NULL,W0419,574,NULL,NULL,,,2017-07-28,MG,2020-12-09,MG
A00012,AG0115,AT01,W0009,,1968,1968,NULL,NULL,W0471,422,NULL,NULL,,,2017-07-28,MG,2020-12-09,MG
A00013,AG0116,AT01,W0009,,1975,1975,NULL,NULL,W0475,554,NULL,NULL,,,2017-07-28,MG,2020-12-09,MG
A00014,AG0014,AT03,W0009,AG0105,1966,19XX,NULL,NULL,W0424,381,NULL,NULL,,,2017-07-25,MG,2020-04-04,DP
A00015,AG0113,AT04,W0010,,1971,1971,NULL,NULL,W0426,ONLINE SOURCE,NULL,NULL,,,2017-07-27,LH,2020-04-04,DP
A00016,AG0057,AT04,W0010,,1966~,1966~,NULL,NULL,W0427,ONLINE SOURCE,NULL,NULL,,,2017-07-27,LH,2020-03-11,MG
A00017,AG0114,AT04,W0414,,19XX,19XX,NULL,NULL,W0429,79,NULL,NULL,unknown work by: AG0001,LENA; childhood reading,2017-08-01,LH,2021-03-11,MG
A00018,AG0029,AT09,W0011,,1966,1969,NULL,NULL,W0428,121,NULL,NULL,,,2017-07-28,LH,2020-12-09,MG
A00019,AG0114,AT01,W0414,,1954,1956,NULL,NULL,W0429,57,NULL,NULL,unknown work by: AG0001 G28,,2017-07-28,LH,2020-04-04,DP
A00020,AG0114,AT10,W0067,,1967,1967,NULL,NULL,W0429,21,NULL,NULL,,,2017-07-28,LH,2020-12-09,MG
A00021,AG0103,AT01,W0414,,1967,1967,NULL,NULL,W0419,569,NULL,NULL,unknown work by: AG0001 G28,,2017-07-28,LH,2020-04-04,DP
A00022,AG0118,AT01,W0014,,1979,1979,NULL,NULL,W0476,533,NULL,NULL,,,2017-08-07,MG,2020-04-04,DP
A00023,AG0118,AT01,W0013,,1984,1984,NULL,NULL,W0476,539,NULL,NULL,,,2017-08-08,MG,2020-04-04,DP
A00024,AG0117,AT11,W0012,,1975,1980,NULL,NULL,W0430,454,NULL,NULL,,,2017-08-08,MG,2020-04-04,DP
A00025,AG0103,AT01,W0012,,1968,1974,NULL,NULL,W0419,583,NULL,NULL,,,2017-08-08,MG,2020-12-09,MG
A00026,AG0017,AT04,W0012,,19XX,19XX,NULL,NULL,W0422,220,NULL,NULL,,read during rustication?,2017-08-11,MG,2020-12-09,MG
A00027,AG0119,AT04,W0012,,1973,1973,NULL,NULL,W0432,291,NULL,NULL,,,2017-08-11,MG,2020-12-09,MG
A00028,AG0010,AT01,W0004,,1970..,1970..,NULL,NULL,W0432,195,NULL,NULL,,,2017-08-20,MG,2020-12-09,MG
A00029,AG0017,AT04,W0004,,1973~,1973~,NULL,NULL,W0422,219,NULL,NULL,,,2017-08-20,MG,2020-12-09,MG
A00030,AG0002,AT01,W0015,,1962,1963,NULL,NULL,W0432,24,NULL,NULL,,,2017-08-20,MG,2020-04-04,DP
A00031,AG0021,AT01,W0015,,19XX,19XX,NULL,NULL,W0432,24,NULL,NULL,,,2017-08-20,MG,2020-04-04,DP
A00032,AG0022,AT01,W0015,,1962,1963,NULL,NULL,W0432,24,NULL,NULL,,,2017-08-20,MG,2020-04-04,DP
A00033,AG0002,AT01,W0016,,1962,1963,NULL,NULL,W0432,18,NULL,NULL,,,2017-08-20,MG,2020-04-04,DP
A00034,AG0003,AT01,W0017,,1960,1965?,NULL,NULL,W0432,38,NULL,NULL,,,2017-08-25,MG,2020-04-04,DP
A00035,AG0116,AT01,W0018,,19XX,19XX,NULL,NULL,W0475,555,NULL,NULL,,,2017-08-25,MG,2020-04-04,DP
A00036,AG0103,AT01,W0414,,1967,1967,NULL,NULL,W0419,569f,NULL,NULL,unknown work by: AG0084,,2017-08-25,MG,2020-04-04,DP
A00037,AG0020,AT01,W0019,,1966,1970?,NULL,NULL,W0420,135,NULL,NULL,,,2017-08-26,MG,2020-12-09,MG
A00038,AG0121,AT21,W0021,,1970,1970,NULL,NULL,W0437,495,NULL,NULL,,,2017-08-27,MG,2020-12-09,MG
A00039,AG0626,AT20,W0530,,1972,1972,NULL,NULL,W0477,57,NULL,NULL,,,2017-08-27,MG,2020-12-09,MG
A00040,AG0122,AT04,W0554,,19XX,19XX,NULL,NULL,W0478,353,NULL,NULL,unknown work by: AG0085 AF01,,2017-08-31,MG,2020-04-04,DP
A00041,AG0123,AT01,W0554,,1970,1976,NULL,NULL,W0438,196,NULL,NULL,unknown work by: AG0087 AF05,,2017-08-31,MG,2020-04-04,DP
A00042,AG0003,AT01,W0414,AG0628,1963,1964,NULL,NULL,W0432,43,NULL,NULL,,,2017-08-31,MG,2021-01-12,MG
A00043,AG0029,AT01,W0414,AG0628,19XX,19XX,NULL,NULL,W0428,119,NULL,NULL,,,2017-08-31,MG,2020-04-04,DP
A00044,AG0125,AT23,W0552,,1978,1978,NULL,NULL,W0479,74,NULL,NULL,,,2017-08-31,MG,2020-04-04,DP
A00045,AG0040,AT11,W0022,,1969,1969,NULL,NULL,W0433,ONLINE SOURCE,NULL,NULL,,,2017-09-06,CW,2021-01-12,MG
A00046,AG0009,AT13,W0024,,1976,1976,NULL,NULL,W0480,311,NULL,NULL,,,2017-09-06,MG,2020-04-04,DP
A00047,AG0118,AT02,W0025,,1979,1979,NULL,NULL,W0476,537,NULL,NULL,,read during rustication?,2017-09-06,MG,2020-12-09,MG
A00048,AG0018,AT01,W0026,,1975..1983,1975..1983,NULL,NULL,W0480,312,NULL,NULL,Published in 1982 time of writing unkown.,Reframe with suitable ActType.,2017-09-06,MG,2020-04-04,DP
A00049,AG0118,AT02,W0029,,1979,1979,NULL,NULL,W0476,537,NULL,NULL,,,2017-09-08,MG,2020-04-04,DP
A00050,AG0118,AT02,W0030,,1979,1979,NULL,NULL,W0476,537,NULL,NULL,,,2017-09-08,MG,2020-04-04,DP
A00051,AG0118,AT02,W0031,,1979,1979,NULL,NULL,W0476,537,NULL,NULL,,,2017-09-13,MG,2020-04-04,DP
A00052,AG0119,AT02,W0028,,1973,1973,NULL,NULL,W0432,291,NULL,NULL,,,2017-09-13,MG,2020-12-09,MG
A00053,AG0119,AT02,W0027,,1973,1973,NULL,NULL,W0432,291,NULL,NULL,,,2017-09-13,MG,2020-12-09,MG
A00054,AG0014,AT02,W0032,,1974~,1974~,NULL,NULL,W0424,159-160,NULL,NULL,,,2017-09-15,MG,2020-04-04,DP
A00055,AG0118,AT13,W0033,,1979,1979,NULL,NULL,W0476,534,NULL,NULL,,,2017-09-20,MG,2020-04-04,DP
A00056,AG0118,AT13,W0034,,1979,1979,NULL,NULL,W0476,536,NULL,NULL,,,2017-09-20,MG,2020-04-04,DP
A00057,AG0128,AT11,W0035,,1966,1976,NULL,NULL,W0423,78,NULL,NULL,,,2017-09-20,MG,2020-04-04,DP
A00059,AG0103,AT05,W0037,,1960,1980,NULL,NULL,W0419,580,NULL,NULL,,,2017-09-22,MG,2020-04-04,DP
A00060,AG0133,AT01,W0038,,1966,1976,NULL,NULL,W0481,372,NULL,NULL,,,2017-09-22,MG,2020-04-04,DP
A00061,AG0029,AT01,W0038,,19XX,19XX,NULL,NULL,W0428,116-119,NULL,NULL,,,2017-09-22,MG,2020-04-04,DP
A00062,AG0134,AT01,W0038,,19XX,19XX,NULL,NULL,W0482,390,NULL,NULL,,,2017-09-22,MG,2020-04-04,DP
A00063,AG0003,AT01,W0038,,1964,196X,NULL,NULL,W0439,46,NULL,NULL,,,2017-09-22,MG,2020-04-04,DP
A00064,AG0057,AT01,W0039,,1966,1967~,NULL,NULL,W0427,ONLINE SOURCE,NULL,NULL,,,2017-09-24,CW,2020-12-09,MG
A00065,AG0003,AT15,W0531,,1961,196X,NULL,NULL,W0432,32,NULL,NULL,,,2017-09-27,MG,2020-04-04,DP
A00066,AG0067,AT15,W0531,,1961,196X,NULL,NULL,W0432,32,NULL,NULL,,,2017-09-27,MG,2020-04-04,DP
A00067,AG0003,AT15,W0532,,1961,196X,NULL,NULL,W0432,38,NULL,NULL,,,2017-09-27,MG,2020-04-04,DP
A00068,AG0067,AT15,W0532,,1961,196X,NULL,NULL,W0432,38,NULL,NULL,,,2017-09-27,MG,2020-04-04,DP
A00069,AG0003,AT15,W0533,,1961,196X,NULL,NULL,W0432,38,NULL,NULL,,,2017-09-27,MG,2020-04-04,DP
A00070,AG0067,AT15,W0533,,1961,196X,NULL,NULL,W0432,38,NULL,NULL,,,2017-09-27,MG,2020-04-04,DP
A00071,AG0117,AT11,W0040,,1975,1979,NULL,NULL,W0430,455,NULL,NULL,,maybe we should reconsider the act type for this entry,2017-09-27,MG,2020-04-04,DP
A00072,AG0106,AT01,W0041,,1970,1975,NULL,NULL,W0425,304,NULL,NULL,,read during rustication?,2017-09-27,MG,2020-12-09,MG
A00073,AG0117,AT13,W0042,AG0144,1978,1978,NULL,NULL,W0430,452,NULL,NULL,,,2017-09-29,MG,2020-04-04,DP
A00074,AG0020,AT04,W0043,,1970,1975,NULL,NULL,W0420,134,NULL,NULL,,,2017-09-29,MG,2020-04-04,DP
A00075,AG0114,AT01,W0086,,19XX,19XX,NULL,NULL,W0429,52,NULL,NULL,,This quotation also appears verbatim in Zhang 1979: 186. Does Zhang 1979 equate to The Second Handshake?,2017-10-09,MG,2020-04-04,DP
