agent_id,old_id,agent_type,wikidata_id,fictionality,language,commentary,note,created,created_by,last_modified,last_modified_by
AG0652,I0115,I,Q5099575,,en,,,2020-04-02,DP,2020-04-02,DP
AG0653,I0116,I,Q200106,,en,,,2020-04-02,DP,2020-04-02,DP
AG0654,I0117,I,,,en,,,2020-04-02,DP,2020-04-02,DP
AG0655,,I,Q16952,,en,,,2020-12-14,MG,2020-12-14,MG
AG0656,,I,Q6124193,,en,,,2020-12-14,MG,2020-12-14,MG
AG0657,P1002,P,,F,en,FICTIONAL CHARACTER,,2019-03-12,LH,2022-05-18,DP
AG0658,P1003,P,Q513004,F,en,,,2019-07-30,MG,2022-09-14,QG
AG0659,P1004,P,,F,en,,,2019-07-30,MG,2022-05-18,DP
AG0660,P1005,P,,F,en,No name mentioned. Protagonist and narrator of the novel,,2019-07-30,MG,2022-05-18,DP
AG0661,P1006,P,,F,en,,,2019-07-30,MG,2022-05-18,DP
AG0662,P1007,P,,F,en,,,2019-07-30,MG,2022-05-18,DP
AG0663,P1008,P,,F,en,,,2019-08-03,MG,2022-05-18,DP
AG0664,P1009,P,,F,en,,,2019-08-03,MG,2022-05-18,DP
AG0665,P1010,P,,F,en,Luo‘s aunt,,2019-08-03,MG,2022-05-18,DP
AG0666,P1011,P,,F,en,Le Binoclard‘s mother,,2019-08-03,MG,2022-05-18,DP
AG0667,P1012,P,,F,en,,,2019-08-03,MG,2022-05-18,DP
AG0668,P1013,P,,F,en,,,2019-09-12,MG,2022-05-18,DP
AG0669,P1014,P,,F,en,,,2019-09-12,MG,2022-05-18,DP
AG0670,P1015,P,,F,en,,,2019-09-12,MG,2022-05-18,DP
AG0671,P1016,P,Q34743,F,en,,,2019-09-13,MG,2022-09-14,QG
AG0672,P1017,P,Q46239515,F,en,,,2019-10-14,MG,2022-09-14,QG
AG0673,P1018,P,Q698372,F,en,,,2019-10-24,MG,2022-09-14,QG
AG0674,P1019,P,,F,en,,,2019-10-24,MG,2022-05-18,DP
AG0675,P1020,P,,F,en,,check CCP status (social status),2019-10-24,MG,2022-05-18,DP
AG0676,P1021,P,Q1199590,F,en,,narrative status,2019-10-24,MG,2022-09-14,QG
AG0677,P1022,P,,F,en,the ‘bad’ student (and hoodlum 流氓). Was taken into the class after his release from a detention center X留所  where he’d been arrested for gang criminality,narrative status,2019-10-24,MG,2022-05-18,DP
AG0678,P1023,P,Q92651613,F,en,activist student; pretty stubborn and wants to do everything right; but still seems under the spell of what the GoF taught her. XHM is characterized as a ‘typical’ CR reader who loves to read but has limited access and believes everything the party writes; back then her parents advised her to read the newspaper diligently (ENG 96),narrative status,2019-10-24,MG,2022-09-14,QG
AG0679,P1024,P,Q4251545,F,en,,,2019-10-30,MG,2022-09-14,QG
AG0680,P1025,P,,F,en,,,2019-11-08,MG,2022-05-18,DP
AG0681,P1026,P,Q202537,F,en,,,2019-11-08,MG,2022-09-14,QG
AG0682,P1027,P,,F,en,,,2019-11-22,MG,2022-05-18,DP
AG0683,P1028,P,,F,en,,,2019-11-22,MG,2022-05-18,DP
AG0684,P1029,P,Q1155987,F,en,,,2019-11-28,MG,2022-09-14,QG
AG0685,P1030,P,,F,en,,pls check place of birth,2019-12-02,MG,2022-05-18,DP
AG0686,P1031,P,,F,en,,pls check place of birth,2019-12-02,MG,2022-05-18,DP
AG0687,P1032,P,,F,en,,pls check place of birth,2019-12-02,MG,2022-05-18,DP
AG0688,P1033,P,Q5365290,F,en,,pls check place of birth,2019-12-02,MG,2022-09-14,QG
AG0689,P1034,P,,F,en,,pls check narrative status,2019-12-02,MG,2022-05-18,DP
AG0690,P1035,P,,F,en,,pls check narrative status,2019-12-02,MG,2022-05-18,DP
AG0691,P1036,P,,F,en,,pls check narrative status,2019-12-02,MG,2022-05-18,DP
AG0692,P1037,P,,F,en,,pls check narrative status,2019-12-02,MG,2022-05-18,DP
AG0693,P1038,P,Q5443404,F,en,,,2019-12-02,MG,2022-09-14,QG
AG0694,P1039,P,,F,en,,,2019-12-10,MG,2022-05-18,DP
AG0695,P1040,P,,F,en,,,2019-12-12,MG,2022-05-18,DP
AG0696,P1041,P,Q44403,F,en,,,2019-12-12,MG,2022-09-14,QG
AG0697,P1042,P,Q575900,F,en,,,2019-12-12,MG,2022-09-14,QG
AG0698,P1043,P,Q45612889,F,en,,,2019-12-12,MG,2022-09-14,QG
AG0699,P1044,P,Q3274611,F,en,,,2019-12-12,MG,2022-09-14,QG
AG0700,P1045,P,Q1350558,F,en,,,2019-12-12,MG,2022-09-14,QG
AG0701,P1046,P,Q228546,F,en,,,2019-12-12,MG,2022-09-14,QG
AG0702,P1047,P,Q734901,F,en,,,2019-12-17,MG,2022-09-14,QG
AG0703,P1048,P,Q30875,F,en,,,2020-01-06,MG,2022-09-14,QG
AG0704,P1049,P,Q204077,F,en,,,2020-01-08,MG,2022-09-14,QG
AG0705,P1050,P,,F,en,,,2020-01-08,MG,2022-05-18,DP
AG0706,P1051,P,Q17410,F,en,,,2020-01-08,MG,2022-09-14,QG
AG0707,P1052,P,Q687,F,en,,,2020-01-15,MG,2022-09-14,QG
AG0708,P1053,P,Q687552,F,en,,,2020-01-15,MG,2022-09-14,QG
AG0709,P1054,P,Q465324,F,en,,,2020-02-01,MG,2022-09-14,QG
AG0710,P1055,P,Q9891,F,en,,,2020-02-06,MG,2022-09-14,QG
AG0711,P1056,P,Q61103748,F,en,,,2020-02-13,MG,2022-09-14,QG
AG0712,P1057,P,Q607588,F,en,,,2020-02-14,MG,2022-09-14,QG
AG0713,P1058,P,Q94637197,F,en,,,2020-02-14,MG,2022-09-14,QG
AG0714,P1059,P,,F,en,,,2020-02-14,MG,2022-05-18,DP
AG0715,P1060,P,,F,en,,,2020-02-14,MG,2022-05-18,DP
AG0716,P1061,P,,F,en,,,2020-02-14,MG,2022-05-18,DP
AG0717,P1062,P,,F,en,,,2020-02-14,MG,2022-05-18,DP
AG0718,P1063,P,Q100948,F,en,,,2020-02-14,MG,2022-09-14,QG
AG0719,P1064,P,,F,en,,,2020-05-16,MG,2022-05-18,DP
AG0720,P1065,P,,F,en,,,2020-05-19,MG,2022-05-18,DP
AG0721,P1066,P,Q45370452,F,en,,,2020-05-25,MG,2022-09-14,QG
AG0722,P1067,P,Q102109880,F,en,,,2020-05-25,MG,2022-09-14,QG
AG0723,P1068,P,,F,en,,,2020-05-26,MG,2022-05-18,DP
AG0724,P1069,P,,F,en,,,2020-05-26,MG,2022-05-18,DP
AG0725,P1070,P,Q2311429,F,en,,,2020-05-28,MG,2022-09-14,QG
AG0726,P1071,P,,F,en,,,2020-05-28,MG,2022-05-18,DP
AG0727,P1072,P,,F,en,He is known for being a hard-working guy but laughed and treated badly because he is a mute,,2020-05-28,MG,2022-05-18,DP
AG0728,P1073,P,,F,en,,,2020-05-28,MG,2022-05-18,DP
AG0729,P1074,P,Q15910589,F,en,,,2020-05-28,MG,2022-09-14,QG
AG0730,P1075,P,,F,en,,,2020-05-28,MG,2022-05-18,DP
AG0731,P1076,P,,F,en,,,2020-06-18,MG,2022-05-18,DP
AG0732,P1077,P,Q45674916,F,en,,,2020-06-18,MG,2022-09-14,QG
AG0733,P1078,P,,F,en,,,2020-06-18,MG,2022-05-18,DP
AG0734,P1079,P,,F,en,,,2020-06-18,MG,2022-05-18,DP
AG0735,P1080,P,,F,en,,,2020-06-18,MG,2022-05-18,DP
AG0736,P1081,P,Q315475,F,en,,,2020-06-18,MG,2022-09-14,QG
AG0737,P1082,P,Q91431,F,en,,,2020-06-29,MG,2022-09-14,QG
AG0738,P1083,P,Q65875111,F,en,,,2020-06-29,MG,2022-09-14,QG
AG0739,P1084,P,,F,en,,,2020-06-29,MG,2022-05-18,DP
AG0740,P1085,P,Q45525124,F,en,,,2020-06-29,MG,2022-09-14,QG
AG0741,P1086,P,,F,en,,,2020-06-29,MG,2022-05-18,DP
AG0742,P1087,P,Q236017,F,en,,,2020-06-30,MG,2022-09-14,QG
AG0743,P1088,P,Q11107168,F,en,He seems to have incorporated notions of what a Socialist hero should be like (SS00608; German edition p.92-93),please add the Chinese characters,2020-08-07,MG,2022-09-14,QG
AG0744,P1089,P,,F,en,,please add the Chinese characters,2020-08-07,MG,2022-05-18,DP
AG0745,P1090,P,Q45478646,F,en,,please add the Chinese characters,2020-08-07,MG,2022-09-14,QG
AG0746,P1091,P,Q700903,F,en,,,2020-08-07,MG,2022-09-14,QG
AG0747,P1092,P,Q91446,F,en,,,2020-08-07,MG,2022-09-14,QG
AG0748,P1093,P,Q273838,F,en,,,2021-01-16,MG,2022-09-14,QG
AG0749,P1094,P,Q66493689,F,en,,,2021-02-24,MG,2022-09-14,QG
AG0750,P1095,P,,F,en,,,2021-02-24,MG,2022-05-18,DP
AG0751,P1096,P,Q705905,F,en,,,2021-02-24,MG,2022-09-14,QG
AG0752,P1097,P,Q7820918,F,en,,,2021-02-24,MG,2022-09-14,QG
AG0753,P1098,P,Q65838906,F,en,,,2021-02-24,MG,2022-09-14,QG
AG0754,P1099,P,Q62728345,F,en,,,2021-02-24,MG,2022-09-14,QG
AG0755,P1100,P,Q76853644,F,en,,,2021-02-24,MG,2022-09-14,QG
AG0756,P1101,P,Q55436729,F,en,,,2021-02-24,MG,2022-09-14,QG
AG0757,P1102,P,,F,en,,,2021-02-24,MG,2022-05-18,DP
AG0758,P1103,P,Q3575416,F,en,,,2021-02-27,MG,2022-09-14,QG
AG0759,P1104,P,Q66661608,F,en,,,2021-02-27,MG,2022-09-14,QG
AG0760,P1105,P,Q20063180,F,en,,,2021-02-27,MG,2022-09-14,QG
AG0761,P1106,P,Q107987269,F,en,,,2021-02-27,MG,2022-09-14,QG
AG0762,P1107,P,Q8941041,F,en,,,2021-02-27,MG,2022-09-14,QG
AG0763,P1108,P,Q26470186,F,en,,,2021-02-27,MG,2022-09-14,QG
AG0764,P1109,P,Q8257768,F,en,,,2021-02-27,MG,2022-09-14,QG
AG0765,P1110,P,Q9059288,F,en,,,2021-02-27,MG,2022-09-14,QG
AG0766,P1111,P,Q45496259,F,en,,,2021-02-27,MG,2022-09-14,QG
AG0767,P1112,P,Q1548135,F,en,,,2021-02-27,MG,2022-09-14,QG
AG0768,P1113,P,Q47436340,F,en,,,2021-03-03,MG,2022-09-14,QG
AG0769,P1114,P,Q151720,F,en,,,2021-03-03,MG,2022-09-14,QG
AG0770,P1115,P,Q10923052,F,en,,,2021-03-03,MG,2022-09-14,QG
AG0771,P1116,P,,F,en,,,2021-03-03,MG,2022-05-18,DP
AG0772,P1117,P,Q64684907,F,en,,was Chi rusticated?,2021-03-03,MG,2022-09-14,QG
AG0773,P1118,P,Q45459106,F,en,,age and narrative status need to be added,2021-03-03,MG,2022-09-14,QG
AG0774,P1119,P,Q45676885,F,en,,,2021-03-04,MG,2022-09-14,QG
AG0775,P1120,P,Q9375395,F,en,,,2021-03-04,MG,2022-09-14,QG
AG0776,P1121,P,Q45461617,F,en,,,2021-03-12,MG,2022-09-14,QG
AG0777,P1122,P,Q3335,F,en,,,2021-03-12,MG,2022-09-14,QG
AG0778,P1123,P,,F,en,,,2021-03-12,MG,2022-05-18,DP
AG0779,P1124,P,Q94279304,F,en,,,2021-03-15,MG,2022-09-14,QG
AG0780,P1125,P,Q4468223,F,en,,,2021-03-15,MG,2022-09-14,QG
AG0781,P1126,P,Q1511,F,en,,,2021-03-15,MG,2022-09-14,QG
AG0782,P1127,P,Q79759,F,en,,,2021-03-15,MG,2022-09-14,QG
AG0783,P1128,P,,F,en,omniscient narrator,,2021-03-18,MG,2022-05-18,DP
AG0784,P1129,P,,F,en,,,2021-03-18,MG,2022-05-18,DP
AG0785,P1130,P,Q169906,F,en,,,2021-03-18,MG,2022-09-14,QG
AG0786,P1131,P,Q8018,F,en,,,2021-03-18,MG,2022-09-14,QG
AG0787,P1132,P,Q184750,F,en,,,2021-03-18,MG,2022-09-14,QG
AG0788,P1133,P,Q1387854,F,en,,,2021-03-18,MG,2022-09-14,QG
AG0789,P1134,P,,F,en,,,2021-03-23,MG,2022-05-18,DP
AG0790,P1135,P,,F,en,omniscient narrator,,2021-03-23,MG,2022-05-18,DP
AG0791,P1136,P,Q935,F,en,,,2021-03-23,MG,2022-09-14,QG
AG0792,P1137,P,Q7192,F,en,,,2021-03-24,MG,2022-09-14,QG
AG0793,P1138,P,,F,en,,,2021-03-24,MG,2022-05-18,DP
AG0794,P1139,P,,F,en,,,2021-03-24,MG,2022-05-18,DP
AG0795,P1141,P,Q45391295,F,en,,,2021-03-26,MG,2022-09-14,QG
AG0796,P1142,P,,F,en,,,2021-03-26,MG,2022-05-18,DP
AG0797,P1143,P,Q45586464,F,en,,,2021-04-06,MG,2022-09-14,QG
AG0798,P1144,P,,F,en,,,2021-04-06,MG,2022-05-18,DP
AG0799,P1145,P,Q10947610,F,en,,,2021-04-06,MG,2022-09-14,QG
AG0800,P1146,P,Q112539595,F,en,,,2021-04-06,MG,2022-09-14,QG
AG0801,P1147,P,Q55409467,F,en,,,2021-04-06,MG,2022-09-14,QG
AG0802,P1148,P,,F,en,,,2021-04-06,MG,2022-05-18,DP
AG0803,P1149,P,,F,en,,,2021-04-15,MG,2022-05-18,DP
AG0804,P1150,P,,F,en,,,2021-04-15,MG,2022-05-18,DP
AG0805,P1151,P,,F,en,,,2021-04-15,MG,2022-05-18,DP
AG0806,P1152,P,Q108928291,F,en,,,2021-04-15,MG,2022-09-14,QG
AG0807,P1153,P,,F,en,,,2021-04-15,MG,2022-05-18,DP
AG0808,P1154,P,,F,en,,,2021-04-15,MG,2022-05-18,DP
AG0809,P1155,P,,F,en,first person narrator,,2021-05-05,MG,2022-05-18,DP
AG0810,P1156,P,Q167168,F,en,,,2021-05-05,MG,2022-09-14,QG
AG0811,P1157,P,,F,en,calls himself a Technologist-Buddhist,,2021-05-05,MG,2022-05-18,DP
AG0812,P1158,P,Q47087,F,en,,,2021-05-05,MG,2022-09-14,QG
AG0813,P1159,P,,F,en,,,2021-06-05,MG,2022-05-18,DP
AG0814,P1160,P,Q151814,F,en,,,2021-06-05,MG,2022-09-14,QG
AG0815,P1161,P,Q315069,F,en,,,2021-06-07,MG,2022-09-14,QG
AG0816,P1162,P,,F,en,first person narrator,,2021-06-07,MG,2022-05-18,DP
AG0817,P1163,P,,F,en,,,2021-06-09,MG,2022-05-18,DP
AG0818,P1164,P,Q42,F,en,,,2021-06-09,MG,2022-09-14,QG
AG0819,P1165,P,,F,en,omniscient narrator,,2021-06-14,MG,2022-05-18,DP
AG0820,P1166,P,,F,en,,,2021-06-14,MG,2022-05-18,DP
AG0821,P1167,P,Q79904,F,en,,,2021-06-14,MG,2022-09-14,QG
AG0822,P1168,P,,F,en,omniscient narrator,,2021-06-14,MG,2022-05-18,DP
AG0823,P1169,P,,F,en,,,2021-06-14,MG,2022-05-18,DP
AG0824,P1170,P,,F,en,first person narrator,,2021-06-14,MG,2022-05-18,DP
AG0825,P1171,P,Q82122,F,en,,,2021-06-14,MG,2022-09-14,QG
AG0826,P1172,P,,F,en,,,2021-06-14,MG,2022-05-18,DP
AG0827,P1173,P,,F,en,,,2021-06-14,MG,2022-05-18,DP
AG0828,P1174,P,,F,en,first person narrator,,2021-06-14,MG,2022-05-18,DP
AG0829,P1175,P,,F,en,first person narrator,,2021-06-15,MG,2022-05-18,DP
AG0830,P1176,P,,F,en,,,2021-06-15,MG,2022-05-18,DP
AG0831,P1177,P,Q9701,F,en,,,2021-06-16,MG,2022-09-14,QG
AG0832,P1178,P,,F,en,first person narrator,,2021-06-21,MG,2022-05-18,DP
AG0833,P1179,P,,F,en,,,2021-06-21,MG,2022-05-18,DP
AG0834,P1180,P,,F,en,,,2021-06-21,MG,2022-05-18,DP
AG0835,P1181,P,,F,en,omniscient narrator,,2021-06-21,MG,2022-05-18,DP
AG0836,P1182,P,Q10514395,F,en,,,2021-06-21,MG,2022-09-14,QG
AG0837,P1183,P,,F,en,,,2021-06-21,MG,2022-05-18,DP
AG0838,P1184,P,,F,en,,,2021-06-21,MG,2022-05-18,DP
AG0839,P1185,P,Q10887353,F,en,,,2021-06-22,MG,2022-09-14,QG
AG0840,P1186,P,,F,en,first person narrator,,2021-06-22,MG,2022-05-18,DP
AG0841,P1187,P,Q45496139,F,en,,,2021-06-22,MG,2022-09-14,QG
AG0842,P1188,P,Q258766,F,en,,,2021-06-22,MG,2022-09-14,QG
AG0843,P1189,P,,F,en,,,2021-06-22,MG,2022-05-18,DP
AG0844,P1190,P,Q178577,F,en,,,2021-06-22,MG,2022-09-14,QG
AG0845,P1191,P,Q7459228,F,en,,,2021-06-22,MG,2022-09-14,QG
AG0846,P1192,P,,F,en,,,2021-06-22,MG,2022-05-18,DP
AG0847,P1193,P,Q16906193,F,en,,,2021-06-22,MG,2022-09-14,QG
AG0848,P1194,P,,F,en,,,2021-06-22,MG,2022-05-18,DP
AG0849,P1195,P,,F,en,,,2021-06-22,MG,2022-05-18,DP
AG0850,P1196,P,Q1155976,F,en,,,2021-06-23,MG,2022-09-14,QG
AG0851,P1197,P,Q21503027,F,en,,please check,2021-06-23,MG,2022-09-14,QG
AG0852,P1198,P,Q16336285,F,en,,please check,2021-06-23,MG,2022-09-14,QG
AG0853,P1199,P,,F,en,,,2021-06-23,MG,2022-09-14,QG
AG0854,P1200,P,,F,en,,,2021-06-23,MG,2022-05-18,DP
AG0855,P1201,P,,F,en,,please check,2021-06-23,MG,2022-05-18,DP
AG0856,P1202,P,Q3358500,F,en,,please check,2021-06-23,MG,2022-09-14,QG
AG0857,P1203,P,,F,en,,,2021-06-23,MG,2022-05-18,DP
AG0858,P1204,P,,F,en,,,2021-06-23,MG,2022-05-18,DP
AG0859,P1205,P,,F,en,,,2021-06-23,MG,2022-05-18,DP
AG0860,P1206,P,,F,en,,,2021-06-23,MG,2022-05-18,DP
AG0861,P1207,P,,F,en,,,2021-06-23,MG,2022-05-18,DP
AG0862,P1208,P,,F,en,,,2021-06-23,MG,2022-05-18,DP
AG0863,P1209,P,,F,en,,,2021-06-23,MG,2022-05-18,DP
AG0864,P1210,P,Q76422,F,en,,,2021-06-23,MG,2022-09-14,QG
AG0865,P1211,P,Q48301,F,en,,,2021-06-23,MG,2022-09-14,QG
AG0866,P1212,P,,F,en,,,2021-06-23,MG,2022-05-18,DP
AG0867,P1213,P,,F,en,,,2021-07-02,MG,2022-05-18,DP
AG0868,P1214,P,Q180626,F,en,,,2021-07-02,MG,2022-09-14,QG
AG0869,P1215,P,,F,en,,,2021-07-03,MG,2022-05-18,DP
AG0870,P1216,P,,F,en,,,2021-07-03,MG,2022-05-18,DP
AG0871,P1217,P,,F,en,robot wife,,2021-07-03,MG,2022-05-18,DP
AG0872,P1218,P,Q37151,F,en,,,2021-07-09,MG,2022-09-14,QG
AG0873,P1219,P,Q291183,F,en,,,2021-07-09,MG,2022-09-14,QG
AG0874,P1220,P,Q369608,F,en,,,2021-07-09,MG,2022-09-14,QG
AG0875,P1221,P,Q714152,F,en,,,2021-07-09,MG,2022-09-14,QG
AG0876,P1222,P,Q10920831,F,en,,,2021-07-09,MG,2022-09-14,QG
AG0877,P1223,P,Q709867,F,en,,,2021-07-09,MG,2022-09-14,QG
AG0878,P1224,P,Q7325393,F,en,,,2021-07-09,MG,2022-09-14,QG
AG0879,P1225,P,,F,en,,,2021-07-09,MG,2022-05-18,DP
AG0880,P1226,P,,F,en,,,2021-07-09,MG,2022-05-18,DP
AG0881,P1227,P,Q65869768,F,en,,,2021-07-09,MG,2022-09-14,QG
AG0882,P1228,P,,F,en,,,2021-07-09,MG,2022-05-18,DP
AG0883,P1229,P,,F,en,,,2021-07-09,MG,2022-05-18,DP
AG0884,P1230,P,,F,en,,,2021-07-09,MG,2022-05-18,DP
AG0885,P1231,P,,F,en,,,2021-07-09,MG,2022-05-18,DP
AG0886,P1232,P,,F,en,,,2021-07-09,MG,2022-05-18,DP
AG0887,P1233,P,,F,en,,,2021-07-09,MG,2022-05-18,DP
AG0888,P1234,P,,F,en,first person narrator,,2021-07-10,MG,2022-05-18,DP
AG0889,P1235,P,,F,en,,,2021-07-10,MG,2022-05-18,DP
AG0890,P1236,P,,F,en,,,2021-07-10,MG,2022-05-18,DP
AG0891,P1237,P,,F,en,,,2021-07-10,MG,2022-05-18,DP
AG0892,P1238,P,,F,en,first person narrator,,2021-07-10,MG,2022-05-18,DP
AG0893,P1239,P,,F,en,,,2021-07-10,MG,2022-05-18,DP
AG0894,P1240,P,Q381827,F,en,,,2021-07-10,MG,2022-09-14,QG
AG0895,P1241,P,Q160115,F,en,,,2021-07-10,MG,2022-09-14,QG
AG0896,P1242,P,,F,en,,,2021-07-11,MG,2022-05-18,DP
AG0897,P1243,P,Q7071,F,en,,,2021-07-11,MG,2022-09-14,QG
AG0898,P1244,P,,F,en,,,2021-07-11,MG,2022-05-18,DP
AG0899,P1245,P,,F,en,a dinosaur,,2021-07-11,MG,2022-05-18,DP
AG0900,P1246,P,Q45550818,F,en,,,2021-07-11,MG,2022-09-14,QG
AG0901,P1247,P,Q95912278,F,en,,,2021-07-11,MG,2022-09-14,QG
AG0902,P1248,P,Q711418,F,en,,,2021-07-11,MG,2022-09-14,QG
AG0903,P1249,P,Q455589,F,en,,,2021-07-11,MG,2022-09-14,QG
AG0904,P1250,P,Q707247,F,en,,,2021-07-11,MG,2022-09-14,QG
AG0905,P1251,P,,F,en,first person narrator,,2021-07-14,MG,2022-05-18,DP
AG0906,P1252,P,Q9381,F,en,,,2021-07-14,MG,2022-09-14,QG
AG0907,P1253,P,Q30594367,F,en,,,2021-07-14,MG,2022-09-14,QG
AG0908,P1254,P,,F,en,,,2021-07-14,MG,2022-05-18,DP
AG0909,P1255,P,Q9095,F,en,,,2021-07-14,MG,2022-09-14,QG
AG0910,P1256,P,Q8750,F,en,,,2021-07-14,MG,2022-09-14,QG
AG0911,P1257,P,Q307,F,en,,,2021-07-14,MG,2022-09-14,QG
AG0912,P1258,P,Q619,F,en,,,2021-07-14,MG,2022-09-14,QG
AG0913,P1259,P,Q9130,F,en,,,2021-07-14,MG,2022-09-14,QG
AG0914,P1260,P,,F,en,,,2021-07-14,MG,2022-05-18,DP
AG0915,P1261,P,,F,en,first person narrator,,2021-07-19,MG,2022-05-18,DP
AG0916,P1262,P,Q37970,F,en,,,2021-07-19,MG,2022-09-14,QG
AG0917,P1263,P,,F,en,,,2021-07-19,MG,2022-05-18,DP
AG0918,P1264,P,Q313330,F,en,,,2021-07-19,MG,2022-09-14,QG
AG0919,P1265,P,,F,en,,,2021-07-19,MG,2022-05-18,DP
AG0920,P1266,P,Q8941041,F,en,first person narrator,,2021-07-20,MG,2022-09-14,QG
AG0921,P1267,P,Q8958,F,en,,,2021-07-20,MG,2022-09-14,QG
AG0922,P1268,P,Q45406463,F,en,,,2021-07-20,MG,2022-09-14,QG
AG0923,P1269,P,Q62126,F,en,,,2021-07-20,MG,2022-09-14,QG
AG0924,P1270,P,Q41532,F,en,,,2021-07-20,MG,2022-09-14,QG
AG0925,P1271,P,Q286890,F,en,,,2021-07-20,MG,2022-09-14,QG
AG0926,P1272,P,Q7784543,F,en,,,2021-07-20,MG,2022-09-14,QG
AG0927,P1273,P,Q8965761,F,en,,,2021-07-20,MG,2022-09-14,QG
AG0928,P1274,P,Q2001,F,en,,,2021-07-21,MG,2022-09-14,QG
AG0929,P1275,P,Q81796,F,en,,,2021-07-21,MG,2022-09-14,QG
AG0930,P1276,P,,F,en,,,2021-07-21,MG,2022-05-18,DP
AG0931,P1277,P,,F,en,,,2021-07-21,MG,2022-05-18,DP
AG0932,P1278,P,Q4160053,F,en,,,2021-07-25,MG,2022-09-14,QG
AG0933,I0118,I,,,en,,,2019-08-03,MG,2022-05-09,DP
AG0934,I0119,I,,,en,,,2019-12-05,MG,2022-05-09,DP
AG0935,I0120,I,,,en,,,2019-12-05,MG,2022-05-09,DP
AG0936,I0121,I,,,en,,,2020-02-14,MG,2022-05-09,DP
AG0937,I0130,I,,F,en,,Fictional,2021-03-12,MG,2022-05-18,DP
AG0938,I0131,I,,F,en,,Fictional,2021-04-23,MG,2022-05-18,DP
AG0939,I0132,I,,,en,,,2021-07-10,MG,2022-05-09,DP
AG0940,I0133,I,,,en,,,2021-07-10,MG,2022-05-09,DP
AG0941,I0134,I,,,en,,,2021-07-10,MG,2022-05-09,DP
AG0942,I0135,I,,,en,,,2021-07-10,MG,2022-05-09,DP
AG0943,I0136,I,,,en,,,2021-07-20,MG,2022-05-09,DP
AG0944,I0137,I,,,en,Google Inc.,,2021-07-21,MG,2022-05-09,DP
AG0945,P0850,P,Q7178454,F,en,,,2019-03-12,LH,2022-09-14,QG
AG0946,P1000,P,,F,en,FICTIONAL CHARACTER,,2019-03-12,LH,2022-05-18,DP
AG0947,P1001,P,,F,en,FICTIONAL CHARACTER,,2019-03-12,LH,2022-05-18,DP
AG1000,,P,Q13522515,,en,,,2021-06-07,DP,2022-04-05,DP
AG9999,I0999,I,,,en,,,2022-05-10,DP,2022-05-10,DP
