agent_id,old_id,agent_type,wikidata_id,fictionality,language,commentary,note,created,created_by,last_modified,last_modified_by
AG0318,P0356,P,Q314210,,en,,,2020-04-02,DP,2020-04-02,DP
AG0319,P0357,P,Q200639,,fr,,,2020-04-02,DP,2020-04-02,DP
AG0320,P0358,P,Q5582,,en,,,2020-04-02,DP,2020-04-02,DP
AG0321,P0359,P,Q755,,fr,,,2020-04-02,DP,2020-04-02,DP
AG0322,P0360,P,Q33977,,fr,,,2020-04-02,DP,2020-04-02,DP
AG0323,P0361,P,Q317399,,en,,,2020-04-02,DP,2020-04-02,DP
AG0324,P0362,P,Q4990926,,en,she was rusticated for 2 years and returned to Chengdu afterwards,,2020-04-02,DP,2020-04-02,DP
AG0325,P0363,P,Q183372,,en,,,2020-04-02,DP,2020-04-02,DP
AG0326,P0364,P,Q81438,,en,,,2020-04-02,DP,2020-04-02,DP
AG0327,P0365,P,Q9391,,en,,,2020-04-02,DP,2020-04-02,DP
AG0328,P0366,P,Q31628,,en,,,2020-04-02,DP,2020-04-02,DP
AG0329,P0367,P,Q297736,,en,,,2020-04-02,DP,2020-04-02,DP
AG0330,P0368,P,Q124617,,en,,,2020-04-02,DP,2020-04-02,DP
AG0331,P0369,P,Q326424,,en,,,2020-04-02,DP,2020-04-02,DP
AG0332,P0370,P,Q326409,,en,,,2020-04-02,DP,2020-04-02,DP
AG0333,P0371,P,Q504,,fr,,,2020-04-02,DP,2020-04-02,DP
AG0334,P0372,P,Q78491,,en,,,2020-04-02,DP,2020-04-02,DP
AG0335,P0373,P,Q45589072,,en,,,2020-04-02,DP,2020-04-02,DP
AG0336,P0374,P,Q47293,,de,,,2020-04-02,DP,2020-04-02,DP
AG0337,P0375,P,Q39931,,fr,,,2020-04-02,DP,2020-04-02,DP
AG0338,P0376,P,Q172911,,en,,,2020-04-02,DP,2020-04-02,DP
AG0339,P0377,P,Q76483,,en,,,2020-04-02,DP,2020-04-02,DP
AG0340,P0378,P,Q493,,fr,,,2020-04-02,DP,2020-04-02,DP
AG0341,P0379,P,Q93227,,en,,,2020-04-02,DP,2020-04-02,DP
AG0342,P0380,P,Q47162,,fr,,,2020-04-02,DP,2020-04-02,DP
AG0343,P0381,P,Q4931126,,en,,,2020-04-02,DP,2020-04-02,DP
AG0344,P0382,P,Q461726,,en,,,2020-04-02,DP,2020-04-02,DP
AG0345,P0383,P,Q14060,,de,,,2020-04-02,DP,2020-04-02,DP
AG0346,P0384,P,Q6527,,fr,,,2020-04-02,DP,2020-04-02,DP
AG0347,P0385,P,Q33760,,en,,,2020-04-02,DP,2020-04-02,DP
AG0348,P0386,P,Q318406,,en,,,2020-04-02,DP,2020-04-02,DP
AG0349,P0387,P,Q303,,en,,,2020-04-02,DP,2020-04-02,DP
AG0350,P0388,P,Q163366,,en,,,2020-04-02,DP,2020-04-02,DP
AG0351,P0389,P,Q16867,,en,,,2020-04-02,DP,2020-04-02,DP
AG0352,P0390,P,Q182905,,en,,,2020-04-02,DP,2020-04-02,DP
AG0353,P0391,P,Q4296631,,en,,,2020-04-02,DP,2020-04-02,DP
AG0354,P0392,P,Q859,,en,,,2020-04-02,DP,2020-04-02,DP
AG0355,P0393,P,Q133054,,en,,,2020-04-02,DP,2020-04-02,DP
AG0356,P0394,P,Q134741,,fr,,,2020-04-02,DP,2020-04-02,DP
AG0357,P0395,P,Q5593,,es,,,2020-04-02,DP,2020-04-02,DP
AG0358,P0396,P,Q368812,,en,,,2020-04-02,DP,2020-04-02,DP
AG0359,P0397,P,,,en,,,2020-04-02,DP,2020-04-02,DP
AG0360,P0398,P,Q41223,,en,,,2020-04-02,DP,2020-04-02,DP
AG0361,P0399,P,Q66075,,it,,,2020-04-02,DP,2020-04-02,DP
AG0362,P0400,P,Q9312,,de,,,2020-04-02,DP,2020-04-02,DP
AG0363,P0401,P,Q55407,,en,,,2020-04-02,DP,2020-04-02,DP
AG0364,P0402,P,Q715281,,en,,,2020-04-02,DP,2020-04-02,DP
AG0365,P0403,P,Q299431,,en,,,2020-04-02,DP,2020-04-02,DP
AG0366,P0404,P,Q313270,,en,,,2020-04-02,DP,2020-04-02,DP
AG0367,P0405,P,Q319693,,en,,,2020-04-02,DP,2020-04-02,DP
AG0368,P0406,P,Q379835,,en,,,2020-04-02,DP,2020-04-02,DP
AG0369,P0407,P,,,en,,,2020-04-02,DP,2020-04-02,DP
AG0370,P0408,P,Q11095591,,en,,,2020-04-02,DP,2020-04-02,DP
AG0371,P0409,P,Q464470,,en,,,2020-04-02,DP,2020-04-02,DP
AG0372,P0410,P,Q1948791,,en,,,2020-04-02,DP,2020-04-02,DP
AG0373,P0411,P,Q866963,,en,,,2020-04-02,DP,2020-04-02,DP
AG0374,P0412,P,,,en,,,2020-04-02,DP,2022-09-14,QG
AG0375,P0413,P,Q16076630,,en,,,2020-04-02,DP,2020-04-02,DP
AG0376,P0414,P,Q41408,,es,,,2020-04-02,DP,2020-04-02,DP
AG0377,P0415,P,Q313841,,en,,,2020-04-02,DP,2020-04-02,DP
AG0378,P0416,P,Q344023,,en,,,2020-04-02,DP,2020-04-02,DP
AG0379,P0417,P,Q23810,,en,,,2020-04-02,DP,2020-04-02,DP
AG0380,P0418,P,Q34189,,es,,,2020-04-02,DP,2020-04-02,DP
AG0381,P0419,P,Q9358,,de,,,2020-04-02,DP,2020-04-02,DP
AG0382,P0420,P,Q208003,,en,,,2020-04-02,DP,2020-04-02,DP
AG0383,P0421,P,Q2988232,,be,,,2020-04-02,DP,2020-04-02,DP
AG0384,P0422,P,Q204503,,es,,,2020-04-02,DP,2020-04-02,DP
AG0385,P0423,P,Q9364,,fr,,,2020-04-02,DP,2020-04-02,DP
AG0386,P0424,P,Q350829,,en,,,2020-04-02,DP,2020-04-02,DP
AG0387,P0425,P,Q22670,,de,,,2020-04-02,DP,2020-04-02,DP
AG0388,P0426,P,Q6314417,,en,,,2020-04-02,DP,2020-04-02,DP
AG0389,P0427,P,Q7312,,de,,,2020-04-02,DP,2020-04-02,DP
AG0390,P0428,P,Q79025,,en,,,2020-04-02,DP,2020-04-02,DP
AG0391,P0429,P,Q315343,,en,,,2020-04-02,DP,2020-04-02,DP
AG0392,P0430,P,Q192529,,es,,,2020-04-02,DP,2020-04-02,DP
AG0393,P0431,P,Q93343,,en,,,2020-04-02,DP,2020-04-02,DP
AG0394,P0432,P,Q21664438,,en,,,2020-04-02,DP,2020-04-02,DP
AG0395,P0433,P,Q558673,,en,,,2020-04-02,DP,2020-04-02,DP
AG0396,P0434,P,Q3317694,,en,,,2020-04-02,DP,2020-04-02,DP
AG0397,P0435,P,Q469439,,en,,,2020-04-02,DP,2020-04-02,DP
AG0398,P0436,P,Q327287,,en,,,2020-04-02,DP,2020-04-02,DP
AG0399,P0437,P,,,en,,,2020-04-02,DP,2020-04-02,DP
AG0400,P0438,P,Q193064,,en,,,2020-04-02,DP,2020-04-02,DP
AG0401,P0439,P,,,en,,,2020-04-02,DP,2020-04-02,DP
AG0402,P0440,P,Q45659598,,en,,,2020-04-02,DP,2020-04-02,DP
AG0403,P0441,P,Q9372,,en,,,2020-04-02,DP,2020-04-02,DP
AG0404,P0442,P,Q559740,,en,,,2020-04-02,DP,2020-04-02,DP
AG0405,P0443,P,Q33566,,en,,,2020-04-02,DP,2020-04-02,DP
AG0406,P0444,P,Q44695,,en,,,2020-04-02,DP,2020-04-02,DP
AG0407,P0445,P,Q48173,,en,,,2020-04-02,DP,2020-04-02,DP
AG0408,P0446,P,Q913,,en,,,2020-04-02,DP,2020-04-02,DP
AG0409,P0447,P,Q18913898,,en,,,2020-04-02,DP,2020-04-02,DP
AG0410,P0448,P,Q57112,,de,,,2020-04-02,DP,2020-04-02,DP
AG0411,P0449,P,Q39212,,en,,,2020-04-02,DP,2020-04-02,DP
AG0412,P0450,P,Q3917650,,en,,,2020-04-02,DP,2020-04-02,DP
AG0413,P0451,P,Q242128,,en,,,2020-04-02,DP,2020-04-02,DP
AG0414,P0452,P,Q36020,,en,,,2020-04-02,DP,2022-09-14,QG
AG0415,P0453,P,Q110228,,en,,,2020-04-02,DP,2020-04-02,DP
AG0416,P0454,P,Q283451,,en,,,2020-04-02,DP,2020-04-02,DP
AG0417,P0455,P,Q18280370,,en,,,2020-04-02,DP,2020-04-02,DP
AG0418,P0521,P,Q8743,,en,,,2020-04-02,DP,2020-04-02,DP
AG0419,P0522,P,Q12057561,,en,,,2020-04-02,DP,2020-04-02,DP
AG0420,P0523,P,Q1404688,,en,,,2020-04-02,DP,2020-04-02,DP
AG0421,P0524,P,,,en,,,2020-04-02,DP,2020-04-02,DP
AG0422,P0525,P,Q5598,,en,,,2020-04-02,DP,2020-04-02,DP
AG0423,P0526,P,Q318998,,en,,,2020-04-02,DP,2020-04-02,DP
AG0424,P0527,P,Q31754,,en,,,2020-04-02,DP,2020-04-02,DP
AG0425,P0528,P,Q16513941,,en,,,2020-04-02,DP,2020-04-02,DP
AG0426,P0529,P,Q37160,,en,,,2020-04-02,DP,2020-04-02,DP
AG0427,P0621,P,Q18806,,en,,,2020-04-02,DP,2020-04-02,DP
AG0428,P0622,P,Q18914272,,en,,,2020-04-02,DP,2020-04-02,DP
AG0429,P0623,P,Q297448,,en,,,2020-04-02,DP,2020-04-02,DP
AG0430,P0624,P,,,en,,,2020-04-02,DP,2022-09-14,QG
AG0431,P0625,P,,,en,,,2020-04-02,DP,2022-09-14,QG
AG0432,P0626,P,Q60030,,en,,,2020-04-02,DP,2020-04-02,DP
AG0433,P0627,P,,,en,,,2020-04-02,DP,2020-04-02,DP
AG0434,P0628,P,Q1343174,,fr,,,2020-04-02,DP,2020-04-02,DP
AG0435,P0629,P,Q188903,,en,,,2020-04-02,DP,2020-04-02,DP
AG0436,P0630,P,Q160333,,fr,,,2020-04-02,DP,2020-04-02,DP
AG0437,P0631,P,Q310791,,fr,,,2020-04-02,DP,2020-04-02,DP
AG0438,P0632,P,Q79822,,pl,,,2020-04-02,DP,2020-04-02,DP
AG0439,P0633,P,Q173540,,en,,,2020-04-02,DP,2020-04-02,DP
AG0440,P0634,P,Q15975,,fr,,,2020-04-02,DP,2020-04-02,DP
AG0441,P0635,P,Q348497,,en,,,2020-04-02,DP,2020-04-02,DP
AG0442,P0636,P,Q37767,,en,,,2020-04-02,DP,2020-04-02,DP
AG0443,P0637,P,Q152176,,en,,,2020-04-02,DP,2020-04-02,DP
AG0444,P0638,P,Q34787,,en,,,2020-04-02,DP,2020-04-02,DP
AG0445,P0639,P,Q8313711,,en,,,2020-04-02,DP,2020-04-02,DP
AG0446,P0640,P,Q11066457,,en,,,2020-04-02,DP,2020-04-02,DP
AG0447,P0641,P,Q357821,,en,,,2020-04-02,DP,2020-04-02,DP
AG0448,P0642,P,Q4199600,,en,,,2020-04-02,DP,2020-04-02,DP
AG0449,P0643,P,Q36661,,en,,,2020-04-02,DP,2020-04-02,DP
AG0450,P0644,P,Q151608,,en,,,2020-04-02,DP,2020-04-02,DP
AG0451,P0645,P,Q228584,,en,,,2020-04-02,DP,2020-04-02,DP
AG0452,P0646,P,Q7231,,en,,,2020-04-02,DP,2020-04-02,DP
AG0453,P0647,P,Q75886,,de,,,2020-04-02,DP,2020-04-02,DP
AG0454,P0648,P,Q378036,,en,,,2020-04-02,DP,2020-04-02,DP
AG0455,P0649,P,Q8295214,,en,,,2020-04-02,DP,2020-04-02,DP
AG0456,P0650,P,Q1669625,,en,,,2020-04-02,DP,2020-04-02,DP
AG0457,P0651,P,Q77004,,de,,,2020-04-02,DP,2020-04-02,DP
AG0458,P0652,P,Q238955,,es,,,2020-04-02,DP,2020-04-02,DP
AG0459,P0653,P,Q46602,,en,,,2020-04-02,DP,2020-04-02,DP
AG0460,P0654,P,Q5592,,it,,,2020-04-02,DP,2020-04-02,DP
AG0461,P0655,P,Q81960,,en,,,2020-04-02,DP,2020-04-02,DP
AG0462,P0656,P,Q5679,,en,,,2020-04-02,DP,2020-04-02,DP
AG0463,P0657,P,Q353783,,en,,,2020-04-02,DP,2020-04-02,DP
AG0464,P0658,P,Q1268,,pl,,,2020-04-02,DP,2020-04-02,DP
AG0465,P0659,P,Q192348,,it,,,2020-04-02,DP,2020-04-02,DP
AG0466,P0660,P,Q762,,it,,,2020-04-02,DP,2020-04-02,DP
AG0467,P0661,P,Q3012027,,en,,,2020-04-02,DP,2020-04-02,DP
AG0468,P0662,P,Q45412080,,en,,,2020-04-02,DP,2020-04-02,DP
AG0469,P0663,P,Q4700,,fr,,,2020-04-02,DP,2020-04-02,DP
AG0470,P0664,P,Q463945,,en,,,2020-04-02,DP,2020-04-02,DP
AG0471,P0665,P,Q1203,,en,,,2020-04-02,DP,2020-04-02,DP
AG0472,P0666,P,Q7235,,en,,,2020-04-02,DP,2020-04-02,DP
AG0473,P0667,P,Q48305,,en,,,2020-04-02,DP,2020-04-02,DP
AG0474,P0668,P,Q40939,,en,,,2020-04-02,DP,2020-04-02,DP
AG0475,P0669,P,Q10893907,,en,,,2020-04-02,DP,2020-04-02,DP
AG0476,P0670,P,Q37693,,fr,,,2020-04-02,DP,2020-04-02,DP
AG0477,P0671,P,Q188697,,fr,,,2020-04-02,DP,2020-04-02,DP
AG0478,P0672,P,Q313758,,en,,,2020-04-02,DP,2020-04-02,DP
AG0479,P0673,P,Q9047,,en,,,2020-04-02,DP,2020-04-02,DP
AG0480,P0674,P,Q211356,,en,,,2020-04-02,DP,2020-04-02,DP
AG0481,P0675,P,Q472939,,en,,,2020-04-02,DP,2020-04-02,DP
AG0482,P0676,P,,,en,,,2020-04-02,DP,2022-09-14,QG
AG0483,P0677,P,Q2620587,,en,,,2020-04-02,DP,2020-04-02,DP
AG0484,P0678,P,Q11096685,,en,,,2020-04-02,DP,2020-04-02,DP
AG0485,P0679,P,Q986362,,en,not rusticated but imprisoned for four years during CR,,2020-04-02,DP,2020-04-02,DP
AG0486,P0680,P,Q334086,,en,,,2020-04-02,DP,2020-04-02,DP
AG0487,P0681,P,Q26266201,,en,,,2020-04-02,DP,2020-04-02,DP
AG0488,P0682,P,Q62572496,,en,,,2020-04-02,DP,2020-04-02,DP
AG0489,P0683,P,Q715384,,en,,,2020-04-02,DP,2020-04-02,DP
AG0490,P0684,P,,,en,,,2020-04-02,DP,2022-09-14,QG
AG0491,P0685,P,Q625179,,en,,,2020-04-02,DP,2020-04-02,DP
AG0492,P0686,P,Q45765,,en,,,2020-04-02,DP,2020-04-02,DP
AG0493,P0687,P,Q11181313,,en,,,2020-04-02,DP,2020-04-02,DP
AG0494,P0688,P,Q110409092,,en,,,2020-04-02,DP,2020-04-02,DP
AG0495,P0689,P,Q9118568,,en,,,2020-04-02,DP,2020-04-02,DP
AG0496,P0690,P,Q344887,,en,,,2020-04-02,DP,2020-04-02,DP
AG0497,P0691,P,Q1069914,,en,,,2020-04-02,DP,2020-04-02,DP
AG0498,P0692,P,Q296,,fr,,,2020-04-02,DP,2020-04-02,DP
AG0499,P0693,P,Q120993,,it,,,2020-04-02,DP,2020-04-02,DP
AG0500,P0694,P,Q241442,,fr,,,2020-04-02,DP,2020-04-02,DP
AG0501,P0695,P,,,en,"He was nearly 50 years old around 1979, so he was probably born in 192x..193x.",,2020-04-02,DP,2020-04-02,DP
AG0502,P0696,P,Q93996,,de,,,2020-04-02,DP,2020-04-02,DP
AG0503,P0697,P,Q1984548,,en,,,2020-04-02,DP,2020-04-02,DP
AG0504,P0698,P,Q4303001,,en,,,2020-04-02,DP,2022-09-14,QG
AG0505,P0699,P,,,en,,,2020-04-02,DP,2020-04-02,DP
AG0506,P0700,P,Q109683276,,en,,,2020-04-02,DP,2020-04-02,DP
AG0507,P0701,P,Q15896589,,en,,,2020-04-02,DP,2020-04-02,DP
AG0508,P0702,P,Q4460535,,en,,,2020-04-02,DP,2020-04-02,DP
AG0509,P0703,P,Q16076632,,en,,,2020-04-02,DP,2020-04-02,DP
AG0510,P0704,P,,,en,,,2020-04-02,DP,2020-04-02,DP
AG0511,P0705,P,Q527143,,en,,,2020-04-02,DP,2020-04-02,DP
AG0512,P0706,P,Q434207,,en,,,2020-04-02,DP,2020-04-02,DP
AG0513,P0707,P,Q279103,,en,,,2020-04-02,DP,2020-04-02,DP
AG0514,P0708,P,Q312915,,fr,,,2020-04-02,DP,2020-04-02,DP
AG0515,P0709,P,,,en,,,2020-04-02,DP,2020-04-02,DP
AG0516,P0710,P,Q99850,,en,,,2020-04-02,DP,2020-04-02,DP
AG0517,P0711,P,Q3317694,,en,,,2020-04-02,DP,2020-04-02,DP
AG0518,P0712,P,Q453321,,en,,,2020-04-02,DP,2020-04-02,DP
AG0519,P0713,P,Q30949366,,en,,,2020-04-02,DP,2020-04-02,DP
AG0520,P0714,P,,,en,He was sent to PL0511 as worker in 1973.,,2020-04-02,DP,2020-04-02,DP
AG0521,P0715,P,Q45724683,,en,,,2020-04-02,DP,2020-04-02,DP
AG0522,P0716,P,Q716358,,en,,,2020-04-02,DP,2020-04-02,DP
AG0523,P0717,P,Q11138279,,en,,,2020-04-02,DP,2020-04-02,DP
AG0524,P0718,P,Q8289912,,en,,,2020-04-02,DP,2020-04-02,DP
AG0525,P0719,P,Q463945,,en,,,2020-04-02,DP,2020-04-02,DP
AG0526,P0720,P,Q254,,en,,,2020-04-02,DP,2020-04-02,DP
AG0527,P0721,P,Q8003,,en,,,2020-04-02,DP,2020-04-02,DP
AG0528,P0722,P,Q466155,,en,,,2020-04-02,DP,2020-04-02,DP
AG0529,P0723,P,Q53004,,en,,,2020-04-02,DP,2020-04-02,DP
AG0530,P0724,P,Q25120,,en,,,2020-04-02,DP,2020-04-02,DP
AG0531,P0725,P,Q218022,,en,,,2020-04-02,DP,2020-04-02,DP
AG0532,P0726,P,Q10877243,,en,,,2020-04-02,DP,2020-04-02,DP
AG0533,P0727,P,Q11523084,,en,,,2020-04-02,DP,2020-04-02,DP
AG0534,P0728,P,Q262735,,en,,,2020-04-02,DP,2020-04-02,DP
AG0535,P0729,P,Q6872994,,en,,,2020-04-02,DP,2020-04-02,DP
AG0536,P0730,P,Q45626870,,en,,,2020-04-02,DP,2020-04-02,DP
AG0537,P0731,P,,,en,,,2020-04-02,DP,2020-04-02,DP
AG0538,P0732,P,Q45627434,,en,,,2020-04-02,DP,2020-04-02,DP
AG0539,P0733,P,,,en,,,2020-04-02,DP,2020-04-02,DP
AG0540,P0734,P,Q8288526,,en,,,2020-04-02,DP,2020-04-02,DP
AG0541,P0735,P,Q45538017,,en,,,2020-04-02,DP,2020-04-02,DP
AG0542,P0736,P,Q562184,,en,,,2020-04-02,DP,2020-04-02,DP
AG0543,P0737,P,Q54932913,,en,,,2020-04-02,DP,2020-04-02,DP
AG0544,P0738,P,Q7638672,,en,,,2020-04-02,DP,2020-04-02,DP
AG0545,P0739,P,Q4502002,,en,,,2020-04-02,DP,2020-04-02,DP
AG0546,P0740,P,Q4396097,,en,,,2020-04-02,DP,2020-04-02,DP
AG0547,P0741,P,Q4362716,,en,,,2020-04-02,DP,2020-04-02,DP
AG0548,P0742,P,,,en,,,2020-04-02,DP,2020-04-02,DP
AG0549,P0743,P,Q94355374,,en,,,2020-04-02,DP,2022-09-14,QG
AG0550,P0744,P,Q5673,,en,,,2020-04-02,DP,2020-04-02,DP
AG0551,P0745,P,Q12114746,,en,,,2020-04-02,DP,2020-04-02,DP
AG0552,P0746,P,Q134958,,en,,,2020-04-02,DP,2020-04-02,DP
AG0553,P0747,P,Q45676740,,en,,,2020-04-02,DP,2020-04-02,DP
AG0554,P0748,P,Q59938231,,en,,,2020-04-02,DP,2022-09-14,QG
AG0555,P0749,P,Q55388,,en,,,2020-04-02,DP,2020-04-02,DP
AG0556,P0750,P,Q77890,,en,,,2020-04-02,DP,2020-04-02,DP
AG0557,P0751,P,Q69159,,en,,,2020-04-02,DP,2020-04-02,DP
AG0558,P0752,P,Q11690670,,en,,,2020-04-02,DP,2020-04-02,DP
AG0559,P0753,P,Q561255,,en,,,2020-04-02,DP,2020-04-02,DP
AG0560,P0754,P,Q7371,,en,,,2020-04-02,DP,2020-04-02,DP
AG0561,P0755,P,Q85349,,en,,,2020-04-02,DP,2020-04-02,DP
AG0562,P0756,P,Q2034191,,en,,,2020-04-02,DP,2020-04-02,DP
AG0563,P0757,P,Q65815137,,en,,,2020-04-02,DP,2020-04-02,DP
AG0564,P0758,P,Q77667046,,en,,,2020-04-02,DP,2020-04-02,DP
AG0565,P0759,P,Q709248,,en,He was also rusticated in PL0541 between 1971 and 1972.,,2020-04-02,DP,2020-04-02,DP
AG0566,P0760,P,Q627017,,en,,,2020-04-02,DP,2020-04-02,DP
AG0567,P0761,P,Q45429367,,en,,,2020-04-02,DP,2020-04-02,DP
AG0568,P0762,P,,,en,,,2020-04-02,DP,2020-04-02,DP
AG0569,P0763,P,Q699365,,en,,,2020-04-02,DP,2020-04-02,DP
AG0570,P0764,P,,,en,He was one of the editors of W0356.,,2020-04-02,DP,2020-04-02,DP
AG0571,P0765,P,,,en,He was one of the editors of W0356.,,2020-04-02,DP,2020-04-02,DP
AG0572,P0766,P,Q619051,,en,,,2020-04-02,DP,2020-04-02,DP
AG0573,P0767,P,Q45418089,,en,,,2020-04-02,DP,2020-04-02,DP
AG0574,P0768,P,Q8314185,,en,,,2020-04-02,DP,2020-04-02,DP
AG0575,P0769,P,Q4531631,,en,,,2020-04-02,DP,2020-04-02,DP
AG0576,P0770,P,Q48898163,,en,,,2020-04-02,DP,2020-04-02,DP
AG0577,P0771,P,Q9072128,,en,,,2020-04-02,DP,2020-04-02,DP
AG0578,P0772,P,Q1155987,,en,,,2020-04-02,DP,2020-04-02,DP
AG0579,P0773,P,Q10296435,,en,,,2020-04-02,DP,2020-04-02,DP
AG0580,P0774,P,Q39309,,en,,,2020-04-02,DP,2020-04-02,DP
AG0581,P0775,P,Q557551,,en,,,2020-04-02,DP,2020-04-02,DP
AG0582,P0776,P,Q253862,,en,,,2020-04-02,DP,2020-04-02,DP
AG0583,P0777,P,Q559957,,en,,,2020-04-02,DP,2020-04-02,DP
AG0584,P0778,P,Q102183177,,en,,,2020-04-02,DP,2020-04-02,DP
AG0585,P0779,P,Q15935753,,en,,,2020-04-02,DP,2020-04-02,DP
AG0586,P0780,P,Q8048434,,en,,,2020-04-02,DP,2020-04-02,DP
AG0587,P0781,P,Q282412,,en,,,2020-04-02,DP,2020-04-02,DP
AG0588,P0782,P,Q11125637,,en,,,2020-04-02,DP,2020-04-02,DP
AG0589,P0783,P,Q94111144,,en,,,2020-04-02,DP,2020-04-02,DP
AG0590,P0784,P,Q11062937,,en,,,2020-04-02,DP,2020-04-02,DP
AG0591,P0785,P,Q11640272,,en,,,2020-04-02,DP,2020-04-02,DP
AG0592,P0786,P,Q532973,,en,,,2020-04-02,DP,2020-04-02,DP
AG0593,P0787,P,,,en,,,2020-04-02,DP,2020-04-02,DP
AG0594,P0788,P,Q3575364,,en,,,2020-04-02,DP,2020-04-02,DP
AG0595,P0789,P,Q45562299,,en,,,2020-04-02,DP,2020-04-02,DP
AG0596,P0790,P,Q39052459,,en,,,2020-04-02,DP,2020-04-02,DP
AG0597,P0791,P,Q59530154,,en,,,2020-04-02,DP,2020-04-02,DP
AG0598,P0792,P,Q8071109,,en,,,2020-04-02,DP,2020-04-02,DP
AG0599,P0793,P,Q198123,,en,,,2020-04-02,DP,2020-04-02,DP
AG0600,P0794,P,Q96076050,,en,,,2020-04-02,DP,2020-04-02,DP
AG0601,P0795,P,Q618396,,en,,,2020-04-02,DP,2020-04-02,DP
AG0602,P0796,P,Q9397,,en,,,2020-04-02,DP,2020-04-02,DP
AG0603,P0797,P,Q45427471,,en,,,2020-04-02,DP,2020-04-02,DP
AG0604,P0798,P,Q230192,,en,,,2020-04-02,DP,2020-04-02,DP
AG0605,P0799,P,Q124035,,en,,,2020-04-02,DP,2020-04-02,DP
AG0606,P0800,P,Q937,,en,,,2020-04-02,DP,2020-04-02,DP
AG0607,P0801,P,Q15604651,,en,,,2020-04-02,DP,2020-04-02,DP
AG0608,P0802,P,Q87896491,,en,,,2020-04-02,DP,2020-04-02,DP
AG0609,P0803,P,,,en,,,2020-04-02,DP,2020-04-02,DP
AG0610,P0804,P,Q834579,,en,,,2020-04-02,DP,2020-04-02,DP
AG0611,P0805,P,Q49742,,de,,,2020-04-02,DP,2020-04-02,DP
AG0612,P0806,P,Q29416,,de,,,2020-04-02,DP,2020-04-02,DP
AG0613,P0807,P,Q11095197,,en,"Li Yizhe refers to a group of three authors: Li Zhengtian, ChenYiyang, Wang Xizhe, Guo Hongzhi",DP: 3 or 4 it its a group it should be in institution,2020-04-02,DP,2020-04-02,DP
AG0614,P0808,P,Q445635,,en,Fang Lizhi was not rusticated but sent for reeducation,,2020-04-02,DP,2020-04-02,DP
AG0615,P0809,P,Q133267,,ru,,,2020-04-02,DP,2020-04-02,DP
AG0616,P0810,P,Q559750,,en,,,2020-04-02,DP,2020-04-02,DP
AG0617,P0811,P,Q832770,,en,,,2020-04-02,DP,2020-04-02,DP
AG0618,P0812,P,Q6059091,,en,,,2020-04-02,DP,2020-04-02,DP
AG0619,P0813,P,Q313330,,en,,,2020-04-02,DP,2020-04-02,DP
AG0620,P0814,P,Q552001,,en,,,2020-04-02,DP,2020-04-02,DP
AG0621,P0815,P,Q191023,,en,,,2020-04-02,DP,2020-04-02,DP
AG0622,P0900,P,Q9206713,,en,Part of a group mentioned by AG0613,,2020-04-02,DP,2020-04-02,DP
AG0623,P0901,P,Q61322967,,en,Part of a group mentioned by AG0613,,2020-04-02,DP,2020-04-02,DP
AG0624,P0902,P,Q33322864,,en,Part of a group mentioned by AG0613,,2020-04-02,DP,2020-04-02,DP
AG0625,P0903,P,,,en,,,2020-04-02,DP,2020-04-02,DP
AG0626,P0999,P,,,en,,,2020-04-02,DP,2020-04-02,DP
AG0627,I0001,I,,,en,,,2020-04-02,DP,2020-04-02,DP
AG0628,I0002,I,Q1299,,en,,,2020-04-02,DP,2020-04-02,DP
AG0629,I0003,I,,,en,,,2020-04-02,DP,2020-04-02,DP
AG0630,I0004,I,,,en,,,2020-04-02,DP,2020-04-02,DP
AG0631,I0005,I,,,en,,,2020-04-02,DP,2020-04-02,DP
AG0632,I0006,I,,,en,Nanjing University,,2020-04-02,DP,2020-04-02,DP
AG0633,I0007,I,,,en,,,2020-04-02,DP,2020-04-02,DP
AG0634,I0008,I,,,en,,,2020-04-02,DP,2020-04-02,DP
AG0635,I0009,I,,,en,,,2020-04-02,DP,2020-04-02,DP
AG0636,I0010,I,Q10872932,,en,,,2020-04-02,DP,2020-04-02,DP
AG0637,I0100,I,Q620990,,en,,,2020-04-02,DP,2020-04-02,DP
AG0638,I0101,I,,,en,It was reorganized by 湖北省实验歌剧团 and 湖北民间歌舞团.,,2020-04-02,DP,2020-04-02,DP
AG0639,I0102,I,,,en,,,2020-04-02,DP,2020-04-02,DP
AG0640,I0103,I,,,en,,,2020-04-02,DP,2020-04-02,DP
AG0641,I0104,I,,,en,,,2020-04-02,DP,2020-04-02,DP
AG0642,I0105,I,,,en,,,2020-04-02,DP,2020-04-02,DP
AG0643,I0106,I,,,en,,,2020-04-02,DP,2020-04-02,DP
AG0644,I0107,I,,,en,,,2020-04-02,DP,2020-04-02,DP
AG0645,I0108,I,,,en,,,2020-04-02,DP,2020-04-02,DP
AG0646,I0109,I,,,en,,,2020-04-02,DP,2020-04-02,DP
AG0647,I0110,I,,,en,,,2020-04-02,DP,2020-04-02,DP
AG0648,I0111,I,,,en,,,2020-04-02,DP,2020-04-02,DP
AG0649,I0112,I,Q1073828,,en,,,2020-04-02,DP,2020-04-02,DP
AG0650,I0113,I,,,en,,,2020-04-02,DP,2020-04-02,DP
AG0651,I0114,I,Q5099580,,en,,,2020-04-02,DP,2020-04-02,DP
