prim_source_id,title,subtitle,title_lang,genre,publication_place,publication_date,publishing_house,first_chin_edition,neibu,source,serial,page,note,created,created_by,last_modified,last_modified_by
W0064,罗亭,,zh,G04,SP0006,1952,Wenhua shenghuo chubanshe,19XX,no,,,,,2017-12-14,MG,2020-04-08,DP
W0064,Luoting,,zh-Latn-pinyin,G04,SP0006,1952,Wenhua shenghuo chubanshe,19XX,no,,,,,2018-04-25,MG,2020-04-08,DP
W0065,100.000 Whys,A Trip Around the Room,en,G30,SP0054,1999,Hunan jiaoyu chubanshe,19XX,,,,,,2017-12-19,MG,2020-04-08,DP
W0065,十万个为什么,,zh,G30,SP0054,1999,Hunan jiaoyu chubanshe,19XX,,,,,,2017-12-19,MG,2020-04-08,DP
W0065,Shi wan ge wei shenme,,zh-Latn-pinyin,G30,SP0054,1999,Hunan jiaoyu chubanshe,19XX,,,,,,2018-04-25,MG,2020-04-08,DP
W0066,A Thousand and One Nights,,en,G08,SP0005,1957,Renmin wenxue chubanshe,19XX,no,,,,,2017-12-19,MG,2020-04-08,DP
W0066,一千零一夜,,zh,G08,SP0005,1957,Renmin wenxue chubanshe,19XX,no,,,,,2017-12-19,MG,2020-04-08,DP
W0066,Yiqianlingyi ye,,zh-Latn-pinyin,G08,SP0005,1957,Renmin wenxue chubanshe,19XX,no,,,,,2018-04-25,MG,2020-04-08,DP
W0067,Quotations From Lu Xun,,en,G23,SP0006,1950,Lianyi chubanshe,19XX,no,,,,,2018-01-29,MG,2020-04-08,DP
W0067,鲁迅语录,,zh,G23,SP0006,1950,Lianyi chubanshe,19XX,no,,,,,2018-01-29,MG,2020-04-08,DP
W0067,Lu Xun yulu,,zh-Latn-pinyin,G23,SP0006,1950,Lianyi chubanshe,19XX,no,,,,,2018-04-25,MG,2020-04-08,DP
W0068,On the Cult of Personality and its Consequences,,en,G24,SP0436,19XX,unknown,19XX,yes,,,,,2018-02-02,OS,2020-04-08,DP
W0068,О культе личности и его последствиях,,ru,G24,SP0436,19XX,unknown,19XX,yes,,,,,2018-02-02,OS,2020-04-08,DP
W0068,关于个人崇拜及其后果,,zh,G24,SP0436,19XX,unknown,19XX,yes,,,,,2018-02-02,OS,2020-04-08,DP
W0068,Guanyu gerenchongbai ji qi houguo,,zh-Latn-pinyin,G24,SP0436,19XX,unknown,19XX,yes,,,,,2018-04-25,MG,2020-04-08,DP
W0069,The Thaw,,en,G04,SP0005,1963,Zuojia chubanshe,1963,yes,,,,,2018-01-23,OS,2020-04-08,DP
W0069,Оттепель,,ru,G04,SP0005,1963,Zuojia chubanshe,1963,yes,,,,,2018-01-23,OS,2020-04-08,DP
W0069,解冻,,zh,G04,SP0005,1963,Zuojia chubanshe,1963,yes,,,,,2018-01-23,OS,2020-04-08,DP
W0069,Jiedong,,zh-Latn-pinyin,G04,SP0005,1963,Zuojia chubanshe,1963,yes,,,,,2018-04-25,MG,2020-04-08,DP
W0070,"People, Years, Life",,en,G03,SP0005,1962,Zuojia chubanshe,1962,yes,,,,,2018-01-23,OS,2020-04-08,DP
W0070,"Люди, годы,  жизнь",,ru,G03,SP0005,1962,Zuojia chubanshe,1962,yes,,,,,2018-01-23,OS,2020-04-08,DP
W0070,人、岁月、生活,,zh,G03,SP0005,1962,Zuojia chubanshe,1962,yes,,,,,2018-01-23,OS,2020-04-08,DP
W0070,"Ren, suiyue, shenghuo",,zh-Latn-pinyin,G03,SP0005,1962,Zuojia chubanshe,1962,yes,,,,,2018-04-25,MG,2020-04-08,DP
W0071,Selected Essays 1917-1932,,en,G01,SP0006,1962,Shanghai wenyi chubanshe,1962,yes,,,,,2018-01-24,OS,2020-04-08,DP
W0071,艾略特论文选,,zh,G01,SP0006,1962,Shanghai wenyi chubanshe,1962,yes,,,,,2018-01-24,OS,2020-04-08,DP
W0071,Ailuete lunwen xuan,,zh-Latn-pinyin,G01,SP0006,1962,Shanghai wenyi chubanshe,1962,yes,,,,,2018-04-25,MG,2020-04-08,DP
W0072,The Collected Poems of Paul Éluard,,en,G10,SP0005,1954,Renmin wenxue chubanshe,1954,no,,,,,2018-01-24,OS,2020-04-08,DP
W0072,艾吕雅诗钞,,zh,G10,SP0005,1954,Renmin wenxue chubanshe,1954,no,,,,,2018-01-24,OS,2020-04-08,DP
W0072,Ailüya shichao,,zh-Latn-pinyin,G10,SP0005,1954,Renmin wenxue chubanshe,1954,no,,,,,2018-04-25,MG,2020-04-08,DP
W0073,Hello Sadness,,en,G10,SP0436,19XX,,19XX,,W0072,,,,2018-01-24,OS,2020-04-08,DP
W0073,你好，哀愁,,zh,G10,SP0436,19XX,,19XX,,W0072,,,,2018-01-24,OS,2020-04-08,DP
W0073,"Nihao, aichou",,zh-Latn-pinyin,G10,SP0436,19XX,,19XX,,W0072,,,,2018-04-25,MG,2020-04-08,DP
W0074,Anti-Dühring,,de,G01,SP0005,1949,Sanlian shudian,19XX,no,,,,,2018-01-24,OS,2020-04-08,DP
W0074,反杜林论,,zh,G01,SP0005,1949,Sanlian shudian,19XX,no,,,,,2018-01-24,OS,2020-04-08,DP
W0074,Fan Dulin lun,,zh-Latn-pinyin,G01,SP0005,1949,Sanlian shudian,19XX,no,,,,,2018-04-25,MG,2020-04-08,DP
W0075,Dialektik der Natur,,de,G01,SP0006,1949,Wenyuan chubanshe,19XX,no,,,,,2018-01-24,OS,2020-04-08,DP
W0075,自然辩证法,,zh,G01,SP0006,1949,Wenyuan chubanshe,19XX,no,,,,,2018-01-24,OS,2020-04-08,DP
W0075,Ziran bianzheng fa,,zh-Latn-pinyin,G01,SP0006,1949,Wenyuan chubanshe,19XX,no,,,,,2018-04-25,MG,2020-04-08,DP
W0076,A Brief History of China,,en,G19,SP0436,19XX,,19XX,,,,,,2018-01-25,OS,2020-04-08,DP
W0076,中国通史简编,,zh,G19,SP0436,19XX,,19XX,,,,,,2018-01-25,OS,2020-04-08,DP
W0076,Zhongguo tongshi jian bian,,zh-Latn-pinyin,G19,SP0436,19XX,,19XX,,,,,,2018-04-25,MG,2020-04-08,DP
W0077,Stories Old and New,,en,G05,SP0005,1958,Renmin wenxue chubanshe,1620,no,,,642,,2018-01-25,OS,2020-04-08,DP
W0077,反杜林论,,zh,G05,SP0005,1958,Renmin wenxue chubanshe,1620,no,,,642,,2018-01-25,OS,2020-04-08,DP
W0077,Fan du lin lun,,zh-Latn-pinyin,G05,SP0005,1958,Renmin wenxue chubanshe,1620,no,,,642,,2018-04-25,MG,2020-04-08,DP
W0078,The Gadfly,,en,G04,SP0005,1953,Zhongguo qingnian chubanshe,1953,no,,,,,2018-02-02,OS,2020-04-08,DP
W0078,牛虻,,zh,G04,SP0005,1953,Zhongguo qingnian chubanshe,1953,no,,,,,2018-02-02,OS,2020-04-08,DP
W0078,Niumeng,,zh-Latn-pinyin,G04,SP0005,1953,Zhongguo qingnian chubanshe,1953,no,,,,,2018-04-25,MG,2020-04-08,DP
W0079,Denouncing Fascism,The two Speeches Before the Leipzig Trial,en,G27,SP0005,1958,Renmin chubanshe,19XX,no,,,,,2018-02-05,OS,2020-04-08,DP
W0079,控诉法西斯,在莱比锡审讯中的两个发言,zh,G27,SP0005,1958,Renmin chubanshe,19XX,no,,,,,2018-02-05,OS,2020-04-08,DP
W0079,Kongsu Faxisi,,zh-Latn-pinyin,G27,SP0005,1958,Renmin chubanshe,19XX,no,,,,,2018-04-25,MG,2020-04-08,DP
W0080,The Insulted and Humiliated,,en,G04,SP0006,1950,Wenguang shudian,19XX,,,,,,2018-02-05,OS,2020-04-08,DP
W0080,Униженные и оскорблённые,,ru,G04,SP0006,1950,Wenguang shudian,19XX,,,,,,2018-02-05,OS,2020-04-08,DP
W0080,被侮辱与被损害的,,zh,G04,SP0006,1950,Wenguang shudian,19XX,,,,,,2018-02-05,OS,2020-04-08,DP
W0080,Bei wuru de yu bei sunhai de,,zh-Latn-pinyin,G04,SP0006,1950,Wenguang shudian,19XX,,,,,,2018-04-25,MG,2020-04-08,DP
W0081,Crime and Punishment,,en,G04,SP0006,1953,Wenguang shudian,19XX,,,,,,2018-02-05,OS,2020-04-08,DP
W0081,Преступлéние и наказáние,,ru,G04,SP0006,1953,Wenguang shudian,19XX,,,,,,2018-02-05,OS,2020-04-08,DP
W0081,罪与罚,,zh,G04,SP0006,1953,Wenguang shudian,19XX,,,,,,2018-02-05,OS,2020-04-08,DP
W0081,Zui yu fa,,zh-Latn-pinyin,G04,SP0006,1953,Wenguang shudian,19XX,,,,,,2018-04-25,MG,2020-04-08,DP
W0082,Canon of Sherlock Holmes,,en,G28,SP0006,1927,Shijie shuju,1908,,,,,,2018-02-05,OS,2020-04-08,DP
W0082,福尔摩斯探案,,zh,G28,SP0006,1927,Shijie shuju,1908,,,,,,2018-02-05,OS,2020-04-08,DP
W0082,Fuermosi tan’an,,zh-Latn-pinyin,G28,SP0006,1927,Shijie shuju,1908,,,,,,2018-04-25,MG,2020-04-08,DP
W0083,Schwarzer Zwieback,,de,G04,SP0066,1962,Dietz Verlag,19XX,,,,,,2018-02-06,OS,2020-04-08,DP
W0083,Черные сухари,,ru,G04,SP0066,1962,Dietz Verlag,19XX,,,,,,2018-02-06,OS,2020-04-08,DP
W0084,Le Comte de Monte-Cristo,,fr,G04,SP0006,1930,Shangwu yinshuguan,19XX,,,,,,2018-02-06,OS,2020-04-08,DP
W0084,基督山伯爵,,zh,G04,SP0006,1930,Shangwu yinshuguan,19XX,,,,,,2018-02-06,OS,2020-04-08,DP
W0084,Jidushan bojue,,zh-Latn-pinyin,G04,SP0006,1930,Shangwu yinshuguan,19XX,,,,,,2018-04-25,MG,2020-04-08,DP
W0085,The Song of the Sea,,en,G10,SP0436,1967,,19XX,,,,,,2018-02-09,OS,2020-04-08,DP
W0085,海洋之歌,,zh,G10,SP0436,1967,,19XX,,,,,,2018-02-09,OS,2020-04-08,DP
W0085,Haiyang zhi ge,,zh-Latn-pinyin,G10,SP0436,1967,,19XX,,,,,,2018-04-25,MG,2020-04-08,DP
W0086,unknown,,en,G19,SP0436,19XX,,19XX,,,,,,2018-02-11,OS,2020-04-08,DP
W0087,When Lotuses Bloom Again,,en,G04,SP0436,19XX,,19XX,,,,,,2018-02-11,OS,2020-04-08,DP
W0087,当芙蓉花重新开放的时候,,zh,G04,SP0436,19XX,,19XX,,,,,,2018-02-11,OS,2020-04-08,DP
W0087,Dang furonghua chongxin kaifang de shihou,,zh-Latn-pinyin,G04,SP0436,19XX,,19XX,,,,,,2018-04-25,MG,2020-04-08,DP
W0088,I Want to Study!,,en,G04,SP0005,1953,Renmin chubanshe,1953,no,,,,,2018-02-11,OS,2020-04-08,DP
W0088,我要读书,,zh,G04,SP0005,1953,Renmin chubanshe,1953,no,,,,,2018-02-11,OS,2020-04-08,DP
W0088,Wo yao dushu,,zh-Latn-pinyin,G04,SP0005,1953,Renmin chubanshe,1953,no,,,,,2018-04-25,MG,2020-04-08,DP
W0089,"Perspectives de l'homme, Existentialisme, Pensée catholique, Structuralisme, Marxisme",,fr,G29,SP0005,1965,Sanlian shudian,1965,yes,,,,,2018-02-11,OS,2020-04-08,DP
W0089,人的远景，存在主义，天主教思想，马克思主义,,zh,G29,SP0005,1965,Sanlian shudian,1965,yes,,,,,2018-02-11,OS,2020-04-08,DP
W0089,"Ren de yuanjing, Cunzaizhuyi, tianzhujiao sixiang, Makesizhuyi",,zh-Latn-pinyin,G29,SP0005,1965,Sanlian shudian,1965,yes,,,,,2018-04-25,MG,2020-04-08,DP
W0090,三月与末日,,zh,G10,SP0436,19XX,,19XX,,,,,,2018-02-12,OS,2020-04-08,DP
W0090,Sanyue yu mori,,zh-Latn-pinyin,G10,SP0436,19XX,,19XX,,,,,,2018-04-25,MG,2020-04-08,DP
W0091,Les Nourritures Terrestres,,fr,G04,SP0006,1949,Wenhua shenghuo chubanshe,1941?,no,,,,,2018-02-12,OS,2020-04-08,DP
W0091,地粮,,zh,G04,SP0006,1949,Wenhua shenghuo chubanshe,1941?,no,,,,,2018-02-12,OS,2020-04-08,DP
W0091,Di liang,,zh-Latn-pinyin,G04,SP0006,1949,Wenhua shenghuo chubanshe,1941?,no,,,,,2018-04-25,MG,2020-04-08,DP
W0092,The Decameron,,en,G04,SP0006,1958,Xin Wenyi chubanshe,19XX,yes,,,697,DP: what is the entry ‘yes and no’ even supposed to mean in the neibu column,2018-02-12,OS,2020-04-08,DP
W0092,十日谈,,zh,G04,SP0006,1958,Xin Wenyi chubanshe,19XX,yes,,,697,DP: what is the entry ‘yes and no’ even supposed to mean in the neibu column,2018-02-12,OS,2020-04-08,DP
W0092,Shi ri tan,,zh-Latn-pinyin,G04,SP0006,1958,Xin Wenyi chubanshe,19XX,yes,,,697,DP: what is the entry ‘yes and no’ even supposed to mean in the neibu column,2018-04-25,MG,2020-04-08,DP
W0093,The Heart of the Matter,,en,G04,SP0005,1980,Waiguo wenxue chubanshe,1980,no,,,,,2018-02-13,OS,2020-04-08,DP
W0093,问题的核心,,zh,G04,SP0005,1980,Waiguo wenxue chubanshe,1980,no,,,,,2018-02-13,OS,2020-04-08,DP
W0093,Wenti de hexin,,zh-Latn-pinyin,G04,SP0005,1980,Waiguo wenxue chubanshe,1980,no,,,,,2018-04-25,MG,2020-04-08,DP
W0094,Grimms Märchen,,de,G30,SP0006,1949,Shangwu yinshuguan,19XX,no,,,,,2018-02-13,OS,2020-04-08,DP
W0094,儿童与家庭童话集,,zh,G30,SP0006,1949,Shangwu yinshuguan,19XX,no,,,,,2018-02-13,OS,2020-04-08,DP
W0094,Ertong yu jiating tonghuaji,,zh-Latn-pinyin,G30,SP0006,1949,Shangwu yinshuguan,19XX,no,,,,,2018-04-25,MG,2020-04-08,DP
W0095,How the Steel was Tempered,,en,G04,SP0005,1950,Sanlian shudian,19XX,no,,,,,2018-02-13,OS,2020-04-08,DP
W0095,钢铁是怎样炼成的,,zh,G04,SP0005,1950,Sanlian shudian,19XX,no,,,,,2018-02-13,OS,2020-04-08,DP
W0095,Gangtie shi zenyang liancheng de,,zh-Latn-pinyin,G04,SP0005,1950,Sanlian shudian,19XX,no,,,,,2018-04-25,MG,2020-04-08,DP
W0096,Great Changes in a Mountain Village,,en,G04,SP0005,1958,Renmin wenxue chubanshe,1958,no,,,,,2018-02-13,OS,2020-04-08,DP
W0096,山乡巨变,,zh,G04,SP0005,1958,Renmin wenxue chubanshe,1958,no,,,,,2018-02-13,OS,2020-04-08,DP
W0096,Shan xiang ju bian,,zh-Latn-pinyin,G04,SP0005,1958,Renmin wenxue chubanshe,1958,no,,,,,2018-04-25,MG,2020-04-08,DP
W0097,Bolivian Diary,,en,G14,SP0005,1971,Sanlian shudian,1971,,,,,,2018-02-13,OS,2020-04-08,DP
W0097,切．格瓦拉在玻利维亚的日记,,zh,G14,SP0005,1971,Sanlian shudian,1971,,,,,,2018-02-13,OS,2020-04-08,DP
W0097,Qie Gewala zai Boliweiya de riji,,zh-Latn-pinyin,G14,SP0005,1971,Sanlian shudian,1971,,,,,,2018-04-25,MG,2020-04-08,DP
W0098,Krushchevism,,en,G19,SP0005,1963,Shijie zhishi chubanshe,1963,yes,,,,,2018-02-13,OS,2020-04-08,DP
W0098,赫鲁晓夫主义,,zh,G19,SP0005,1963,Shijie zhishi chubanshe,1963,yes,,,,,2018-02-13,OS,2020-04-08,DP
W0098,Heluxiaofu zhuyi,,zh-Latn-pinyin,G19,SP0005,1963,Shijie zhishi chubanshe,1963,yes,,,,,2018-04-25,MG,2020-04-08,DP
W0099,This is Beijing at 4:08,,en,G10,SP0436,19XX,,19XX,,,,,,2018-02-13,OS,2020-04-08,DP
W0099,这是四点零八分的北京,,zh,G10,SP0436,19XX,,19XX,,,,,,2018-02-13,OS,2020-04-08,DP
W0099,Zheshi si dian lingba fen de Beijing,,zh-Latn-pinyin,G10,SP0436,19XX,,19XX,,,,,,2018-04-25,MG,2020-04-08,DP
W0100,At the Time of Your Departure,,en,G10,SP0436,19XX,,19XX,,,,,,2018-02-13,OS,2020-04-08,DP
W0100,在你出发的时候,,zh,G10,SP0436,19XX,,19XX,,,,,,2018-02-13,OS,2020-04-08,DP
W0100,zai ni chufa de shihou,,zh-Latn-pinyin,G10,SP0436,19XX,,19XX,,,,,,2018-04-25,MG,2020-04-08,DP
W0101,Believe in the Future,,en,G10,SP0436,19XX,,19XX,,,,,,2018-02-13,OS,2020-04-08,DP
W0101,相信未来,,zh,G10,SP0436,19XX,,19XX,,,,,,2018-02-13,OS,2020-04-08,DP
W0101,Xiangxin weilai,,zh-Latn-pinyin,G10,SP0436,19XX,,19XX,,,,,,2018-04-25,MG,2020-04-08,DP
W0102,Ocean Trilogy,,en,G10,SP0436,19XX,,19XX,,,,,,2018-02-13,OS,2020-04-08,DP
W0102,海洋三部曲,,zh,G10,SP0436,19XX,,19XX,,,,,,2018-02-13,OS,2020-04-08,DP
W0102,Haiyang sanbuqu,,zh-Latn-pinyin,G10,SP0436,19XX,,19XX,,,,,,2018-04-25,MG,2020-04-08,DP
W0103,甘蔗林-青纱帐,,zh,G10,SP0005,1963,Zuojia chubanshe,1963,no,,,166,,2018-02-13,OS,2020-04-08,DP
W0103,Ganzhelin – Qing sha zhang,,zh-Latn-pinyin,G10,SP0005,1963,Zuojia chubanshe,1963,no,,,166,,2018-04-25,MG,2020-04-08,DP
W0104,The Scarlett Letter,,en,G04,SP0436,19XX,Shanghai wenyi lianhe chubanshe,1954,no,,,,,2018-02-14,OS,2020-04-08,DP
W0104,红字,,zh,G04,SP0436,19XX,Shanghai wenyi lianhe chubanshe,1954,no,,,,,2018-02-14,OS,2020-04-08,DP
W0104,Hong zi,,zh-Latn-pinyin,G04,SP0436,19XX,Shanghai wenyi lianhe chubanshe,1954,no,,,,,2018-04-25,MG,2020-04-08,DP
W0105,The Road to Serfdom,,en,G24,SP0005,1962,Shangwu yinshuguan,19XX,yes,,,,,2018-02-14,OS,2020-04-08,DP
W0105,通向奴役的道路,,zh,G24,SP0005,1962,Shangwu yinshuguan,19XX,yes,,,,,2018-02-14,OS,2020-04-08,DP
W0105,Tongxiang nuyi de daolu,,zh-Latn-pinyin,G24,SP0005,1962,Shangwu yinshuguan,19XX,yes,,,,,2018-04-25,MG,2020-04-08,DP
W0106,Windows of the Westward Train,,en,G10,SP0436,19XX,,19XX,,,,,,2018-02-14,OS,2020-04-08,DP
W0106,西去列车的窗口,,zh,G10,SP0436,19XX,,19XX,,,,,,2018-02-14,OS,2020-04-08,DP
W0106,Xiqu lieche de Chuangkou,,zh-Latn-pinyin,G10,SP0436,19XX,,19XX,,,,,,2018-04-25,MG,2020-04-08,DP
W0107,三门峡／梳妆台,,zh,G10,SP0436,19XX,,19XX,,,,,,2018-02-14,OS,2020-04-08,DP
W0107,Sanmen xia / Shuzhuangtai,,zh-Latn-pinyin,G10,SP0436,19XX,,19XX,,,,,,2018-04-25,MG,2020-04-08,DP
W0108,Prophecy,,en,G10,SP0436,19XX,,19XX,,,,,,2018-02-14,OS,2020-04-08,DP
W0108,预言,,zh,G10,SP0436,19XX,,19XX,,,,,,2018-02-14,OS,2020-04-08,DP
W0108,Yuyan,,zh-Latn-pinyin,G10,SP0436,19XX,,19XX,,,,,,2018-04-25,MG,2020-04-08,DP
W0109,The Brief Logic by Hegel,,en,G29,SP0006,1950,Shangwu yinshuguan,19XX,no,,,,,2018-02-14,OS,2020-04-08,DP
W0109,黑格尔的小逻辑,,zh,G29,SP0006,1950,Shangwu yinshuguan,19XX,no,,,,,2018-02-14,OS,2020-04-08,DP
W0109,Hegeer de xiao luoji,,zh-Latn-pinyin,G29,SP0006,1950,Shangwu yinshuguan,19XX,no,,,,,2018-04-25,MG,2020-04-08,DP
W0110,Catch-22,,en,G04,SP0006,1981,Shanghai yiwen chubanshe,19XX,,,,,,2018-02-14,OS,2020-04-08,DP
W0110,第二十二条军规,,zh,G04,SP0006,1981,Shanghai yiwen chubanshe,19XX,,,,,,2018-02-14,OS,2020-04-08,DP
W0110,Di ershier tiao jungui,,zh-Latn-pinyin,G04,SP0006,1981,Shanghai yiwen chubanshe,19XX,,,,,,2018-04-25,MG,2020-04-08,DP
W0111,A Farewell to Arms,,en,G04,SP0006,1957,Shanghai xin wenyi chubanshe,19XX,no,,,,,2018-02-14,OS,2020-04-08,DP
W0111,再见了武器,,zh,G04,SP0006,1957,Shanghai xin wenyi chubanshe,19XX,no,,,,,2018-02-14,OS,2020-04-08,DP
W0111,Zaijian le wuqi,,zh-Latn-pinyin,G04,SP0006,1957,Shanghai xin wenyi chubanshe,19XX,no,,,,,2018-04-25,MG,2020-04-08,DP
W0112,Les Misérables,,en,G04,SP0006,1949,Qiming shuju,19XX,,,,,,2018-02-15,OS,2020-04-08,DP
W0112,悲惨世界,,zh,G04,SP0006,1949,Qiming shuju,19XX,,,,,,2018-02-15,OS,2020-04-08,DP
W0112,Beican shijie,,zh-Latn-pinyin,G04,SP0006,1949,Qiming shuju,19XX,,,,,,2018-04-25,MG,2020-04-08,DP
W0113,Les Chaises,,en,G16,SP0005,1962,Zhongguo xiju chubanshe,19XX,yes,,,,,2018-02-15,OS,2020-04-08,DP
W0113,椅子,,zh,G16,SP0005,1962,Zhongguo xiju chubanshe,19XX,yes,,,,,2018-02-15,OS,2020-04-08,DP
W0113,Yizi,,zh-Latn-pinyin,G16,SP0005,1962,Zhongguo xiju chubanshe,19XX,yes,,,,,2018-04-25,MG,2020-04-08,DP
W0114,Fortitude,,en,G04,SP0005,1954,Zhongguo qingnian chubanshe,19XX,no,,,,,2018-02-16,OS,2020-04-08,DP
W0114,Мужество,,ru,G04,SP0005,1954,Zhongguo qingnian chubanshe,19XX,no,,,,,2018-02-16,OS,2020-04-08,DP
W0114,勇敢,,zh,G04,SP0005,1954,Zhongguo qingnian chubanshe,19XX,no,,,,,2018-02-16,OS,2020-04-08,DP
W0114,Yonggan,,zh-Latn-pinyin,G04,SP0005,1954,Zhongguo qingnian chubanshe,19XX,no,,,,,2018-04-25,MG,2020-04-08,DP
W0115,Conquest Without War,,en,G27,SP0005,1959,Shijie zhishi chubanshe,1960,yes,,,,,2018-02-16,OS,2020-04-08,DP
W0115,没有武器的世界,没有战争的世界,zh,G27,SP0005,1959,Shijie zhishi chubanshe,1960,yes,,,,,2018-02-16,OS,2020-04-08,DP
W0115,Meiyou wuqi de shijie,,zh-Latn-pinyin,G27,SP0005,1959,Shijie zhishi chubanshe,1960,yes,,,,,2018-04-26,MG,2020-04-08,DP
W0116,Kim Il-Sung Selected Works,,en,G24,SP0005,1963,Waiguowen chubanshe,19XX,no,,,,,2018-02-16,OS,2020-04-08,DP
W0116,金日成选集,,zh,G24,SP0005,1963,Waiguowen chubanshe,19XX,no,,,,,2018-02-16,OS,2020-04-08,DP
W0116,Jin Richeng xuanji,,zh-Latn-pinyin,G24,SP0005,1963,Waiguowen chubanshe,19XX,no,,,,,2018-04-26,MG,2020-04-08,DP
W0117,Kim Il-Sung Biography,,en,G02,SP0006,1953,Taipingyang chubanshe,19XX,no,,,,,2018-02-16,OS,2020-04-08,DP
W0117,金日成传,,zh,G02,SP0006,1953,Taipingyang chubanshe,19XX,no,,,,,2018-02-16,OS,2020-04-08,DP
W0117,Jin Richeng zhuan,,zh-Latn-pinyin,G02,SP0006,1953,Taipingyang chubanshe,19XX,no,,,,,2018-04-26,MG,2020-04-08,DP
W0118,What Do You Want Then?,,en,G04,SP0006,1972,Shanghai renmin chubanshe,1972,yes,,,,,2018-02-19,OS,2020-04-08,DP
W0118,Чего же ты хочешь?,,ru,G04,SP0006,1972,Shanghai renmin chubanshe,1972,yes,,,,,2018-02-19,OS,2020-04-08,DP
W0118,你到底要什么？,,zh,G04,SP0006,1972,Shanghai renmin chubanshe,1972,yes,,,,,2018-02-19,OS,2020-04-08,DP
W0118,Ni daodi yao shenme?,,zh-Latn-pinyin,G04,SP0006,1972,Shanghai renmin chubanshe,1972,yes,,,,,2018-04-26,MG,2020-04-08,DP
W0119,Угол падения: роман,,ru,G04,SP0006,1973,Shanghai renmin chubanshe,1973,yes,,,,,2018-02-19,OS,2020-04-08,DP
W0119,落角,,zh,G04,SP0006,1973,Shanghai renmin chubanshe,1973,yes,,,,,2018-02-19,OS,2020-04-08,DP
W0119,Luojiao,,zh-Latn-pinyin,G04,SP0006,1973,Shanghai renmin chubanshe,1973,yes,,,,,2018-04-26,MG,2020-04-08,DP
W0120,The Story of Zoya and Shura,,en,G02,SP0005,1952,Zhongguo qingnian chubanshe,1952,no,,,,,2018-02-19,OS,2020-04-08,DP
W0120,卓娅和舒拉的故事,,zh,G02,SP0005,1952,Zhongguo qingnian chubanshe,1952,no,,,,,2018-02-19,OS,2020-04-08,DP
W0120,Zhuoya he Shula de gushi,,zh-Latn-pinyin,G02,SP0005,1952,Zhongguo qingnian chubanshe,1952,no,,,,,2018-04-26,MG,2020-04-08,DP
W0121,I Chose Freedom,The Personal and Political Life of a Soviet Official.,en,G03,SP0436,19XX,,19XX,,,,,,2018-02-19,OS,2020-04-08,DP
W0121,我选择了自由,,zh,G03,SP0436,19XX,,19XX,,,,,,2018-02-19,OS,2020-04-08,DP
W0121,Wo xuanze le ziyou,,zh-Latn-pinyin,G03,SP0436,19XX,,19XX,,,,,,2018-04-26,MG,2020-04-08,DP
W0122,The Forty-First,,en,G04,SP0005,1958,Renmin wenxue chubanshe,19XX,no,,,,,2018-02-19,OS,2020-04-08,DP
W0122,Сорок первый,,ru,G04,SP0005,1958,Renmin wenxue chubanshe,19XX,no,,,,,2018-02-19,OS,2020-04-08,DP
W0122,第四十一,,zh,G04,SP0005,1958,Renmin wenxue chubanshe,19XX,no,,,,,2018-02-19,OS,2020-04-08,DP
W0122,Di sishiyi,,zh-Latn-pinyin,G04,SP0005,1958,Renmin wenxue chubanshe,19XX,no,,,,,2018-04-26,MG,2020-04-08,DP
W0123,The State and the Revolution,,en,G24,SP0005,1949,Renmin chubanshe,19XX,no,,,,,2018-02-20,OS,2020-04-08,DP
W0123,Государство и революция,,ru,G24,SP0005,1949,Renmin chubanshe,19XX,no,,,,,2018-02-20,OS,2020-04-08,DP
W0123,国家与革命,,zh,G24,SP0005,1949,Renmin chubanshe,19XX,no,,,,,2018-02-20,OS,2020-04-08,DP
W0123,Guojia yu geming,,zh-Latn-pinyin,G24,SP0005,1949,Renmin chubanshe,19XX,no,,,,,2018-04-26,MG,2020-04-08,DP
W0124,Monologue,,en,G10,SP0436,19XX,,19XX,,,,,,2018-02-27,OS,2020-04-08,DP
W0124,独白,,zh,G10,SP0436,19XX,,19XX,,,,,,2018-02-27,OS,2020-04-08,DP
W0124,Dubai,,zh-Latn-pinyin,G10,SP0436,19XX,,19XX,,,,,,2018-04-26,MG,2020-04-08,DP
W0125,Commentary on the Water Classic,,en,G31,SP0005,1956,Shangwu yinshuguan,19XX,no,,,,,2018-02-28,OS,2020-04-08,DP
W0125,水经注,,zh,G31,SP0005,1956,Shangwu yinshuguan,19XX,no,,,,,2018-02-28,OS,2020-04-08,DP
W0125,Shuijing zhu,,zh-Latn-pinyin,G31,SP0005,1956,Shangwu yinshuguan,19XX,no,,,,,2018-04-26,MG,2020-04-08,DP
W0126,Liu Zhidan,,en,G04,SP0436,19XX,,19XX,,,,,,2018-02-28,OS,2020-04-08,DP
W0126,刘志丹,,zh,G04,SP0436,19XX,,19XX,,,,,,2018-02-28,OS,2020-04-08,DP
W0126,Liu Zhidan,,zh-Latn-pinyin,G04,SP0436,19XX,,19XX,,,,,,2018-04-26,MG,2020-04-08,DP
W0127,Border Town,,en,G05,SP0006,1949,Kaiming shudian,19XX,,,,,,2018-03-06,MG,2020-04-08,DP
W0127,边城,,zh,G05,SP0006,1949,Kaiming shudian,19XX,,,,,,2018-03-06,MG,2020-04-08,DP
