prim_source_id,title,subtitle,title_lang,genre,publication_place,publication_date,publishing_house,first_chin_edition,neibu,source,serial,page,note,created,created_by,last_modified,last_modified_by
W0127,Bian cheng,,zh-Latn-pinyin,G05,SP0006,1949,Kaiming shudian,19XX,,,,,,2018-04-26,MG,2020-04-08,DP
W0128,Long River,,en,G04,SP0006,1949,Kaiming shudian,19XX,,,,,,2018-03-06,MG,2020-04-08,DP
W0128,长河,,zh,G04,SP0006,1949,Kaiming shudian,19XX,,,,,,2018-03-06,MG,2020-04-08,DP
W0128,Changhe,,zh-Latn-pinyin,G04,SP0006,1949,Kaiming shudian,19XX,,,,,,2018-04-26,MG,2020-04-08,DP
W0129,The True Story of Ah Q,,en,G21,SP0005,1958,Wenxue gaige chubanshe,19XX,,,,,,2018-03-09,MG,2020-04-08,DP
W0129,阿Q正传,,zh,G21,SP0005,1958,Wenxue gaige chubanshe,19XX,,,,,,2018-03-09,MG,2020-04-08,DP
W0129,A Q zhengzhuan,,zh-Latn-pinyin,G21,SP0005,1958,Wenxue gaige chubanshe,19XX,,,,,,2018-04-26,MG,2020-04-08,DP
W0130,Spartacus,,en,G04,SP0006,1953,Wenhua gongzuoshe,19XX,,,,,,2018-03-09,MG,2020-04-08,DP
W0130,斯巴达克斯,,zh,G04,SP0006,1953,Wenhua gongzuoshe,19XX,,,,,,2018-03-12,MG,2020-04-08,DP
W0130,Sibadakesi,,zh-Latn-pinyin,G04,SP0006,1953,Wenhua gongzuoshe,19XX,,,,,,2018-04-26,MG,2020-04-08,DP
W0131,Water Margin,,en,G04,SP0006,1988,Shanghai guji chubanshe,19XX,,,,,,2018-03-12,MG,2020-04-08,DP
W0131,水滸傳,,zh,G04,SP0006,1988,Shanghai guji chubanshe,19XX,,,,,,2018-03-14,MG,2020-04-08,DP
W0131,Shuihu zhuan,,zh-Latn-pinyin,G04,SP0006,1988,Shanghai guji chubanshe,19XX,,,,,,2018-04-26,MG,2020-04-08,DP
W0132,Utopia,,en,G29,SP0005,1956,Sanlian shudian,19XX,,,,,,2018-03-12,MG,2020-04-08,DP
W0132,乌托邦,,zh,G29,SP0005,1956,Sanlian shudian,19XX,,,,,,2018-03-12,MG,2020-04-08,DP
W0132,Wutuobang,,zh-Latn-pinyin,G29,SP0005,1956,Sanlian shudian,19XX,,,,,,2018-04-26,MG,2020-04-08,DP
W0133,La Chartreuse de Parme,,fr,G04,SP0006,1979,Shanghai yiwen chubanshe,19XX,,,,,,2018-03-12,MG,2020-04-08,DP
W0133,巴马修道院,,zh,G04,SP0006,1979,Shanghai yiwen chubanshe,19XX,,,,,,2018-03-12,MG,2020-04-08,DP
W0133,Bama xiudaoyuan,,zh-Latn-pinyin,G04,SP0006,1979,Shanghai yiwen chubanshe,19XX,,,,,,2018-04-26,MG,2020-04-08,DP
W0134,Journey to the West,,en,G04,SP0005,1956,Tongsu wenyi chubanshe,19XX,,,,,,2018-03-13,MG,2020-04-08,DP
W0134,西游记,,zh,G04,SP0005,1956,Tongsu wenyi chubanshe,19XX,,,,,,2018-03-13,MG,2020-04-08,DP
W0134,Xi you ji,,zh-Latn-pinyin,G04,SP0005,1956,Tongsu wenyi chubanshe,19XX,,,,,,2018-04-26,MG,2020-04-08,DP
W0135,Art Through the Ages,,en,G19,SP0005,2007,Zhongguo qingnian chubanshe,19XX,,,,,,2018-03-13,MG,2020-04-08,DP
W0135,世界艺术史,,zh,G19,SP0005,2007,Zhongguo qingnian chubanshe,19XX,,,,,,2018-03-13,MG,2020-04-08,DP
W0135,Shijie yishu shi,,zh-Latn-pinyin,G19,SP0005,2007,Zhongguo qingnian chubanshe,19XX,,,,,,2018-04-26,MG,2020-04-08,DP
W0136,The History of the Decline and Fall of the Roman Empire,,en,G19,SP0005,1964,Shangwu yinshuguan,19XX,,,,,,2018-03-13,MG,2020-04-08,DP
W0136,罗马帝国衰亡史,,zh,G19,SP0005,1964,Shangwu yinshuguan,19XX,,,,,,2018-03-14,MG,2020-04-08,DP
W0136,Luoma diguo shuaiwang shi,,zh-Latn-pinyin,G19,SP0005,1964,Shangwu yinshuguan,19XX,,,,,,2018-04-26,MG,2020-04-08,DP
W0137,The Imitation of Christ,,en,G32,SP0006,1952,Tushanwan yinshuguan,19XX,,,,,,2018-03-13,MG,2020-04-08,DP
W0137,师主篇,,zh,G32,SP0006,1952,Tushanwan yinshuguan,19XX,,,,,,2018-03-14,MG,2020-04-08,DP
W0137,Shizhu pian,,zh-Latn-pinyin,G32,SP0006,1952,Tushanwan yinshuguan,19XX,,,,,,2018-04-26,MG,2020-04-08,DP
W0138,Romance of the Three Kingdoms,,en,G04,SP0005,1972,Renmin wenxue chubanshe,19XX,,,,,,2018-03-13,MG,2020-04-08,DP
W0138,三国演义,,zh,G04,SP0005,1972,Renmin wenxue chubanshe,19XX,,,,,,2018-03-14,MG,2020-04-08,DP
W0138,San guo yanyi,,zh-Latn-pinyin,G04,SP0005,1972,Renmin wenxue chubanshe,19XX,,,,,,2018-04-26,MG,2020-04-08,DP
W0139,Story of the Golden Monkey,,en,G04,SP0436,19XX,,19XX,,W0134,,,maybe a part of Journey to the West,2018-03-13,MG,2020-04-08,DP
W0140,The Scalpel the sword,The Story of Doctor Norman Bethune,en,G02,SP0005,1979,Sanlian shudian,19XX,,,,,Co-author: Sydney Gordon,2018-03-13,MG,2020-04-08,DP
W0140,手术刀就是武器,白求恩大夫的故事,zh,G02,SP0005,1979,Sanlian shudian,19XX,,,,,Co-author: Sydney Gordon,2018-03-14,MG,2020-04-08,DP
W0140,Shoushudao jiushi wuqi,,zh-Latn-pinyin,G02,SP0005,1979,Sanlian shudian,19XX,,,,,Co-author: Sydney Gordon,2018-04-26,MG,2020-04-08,DP
W0141,The Sun Shines over the Sanggan River,,en,G04,SP0005,1952,Renmin wenxue chubanshe,1948,,,,,,2018-03-17,WH,2020-04-08,DP
W0141,太阳照在桑干河上,,zh,G04,SP0005,1952,Renmin wenxue chubanshe,1948,,,,,,2018-03-17,WH,2020-04-08,DP
W0141,Taiyang zhao zai Sanggan he shang,,zh-Latn-pinyin,G04,SP0005,1952,Renmin wenxue chubanshe,1948,,,,,,2018-04-26,MG,2020-04-08,DP
W0142,新安吏,,zh,G10,SP0436,19XX,,19XX,,,,,,2018-03-28,WH,2020-04-08,DP
W0142,Xinan li,,zh-Latn-pinyin,G10,SP0436,19XX,,19XX,,,,,,2018-04-26,MG,2020-04-08,DP
W0143,Defend Yan’an,,en,G04,SP0005,1956,Renmin wenxue chubanshe,19XX,,,,,,2018-03-28,WH,2020-04-08,DP
W0143,保卫延安,,zh,G04,SP0005,1956,Renmin wenxue chubanshe,19XX,,,,,,2018-03-28,WH,2020-04-08,DP
W0143,Baowei Yan’an,,zh-Latn-pinyin,G04,SP0005,1956,Renmin wenxue chubanshe,19XX,,,,,,2018-04-26,MG,2020-04-08,DP
W0144,Twenty Years After,,en,G04,SP0054,1982,Hunan renmin chubanshe,19XX,,,,,,2018-04-06,WH,2020-04-08,DP
W0144,二十年后,,zh,G04,SP0054,1982,Hunan renmin chubanshe,19XX,,,,,,2018-04-06,WH,2020-04-08,DP
W0144,Ershi nian hou,,zh-Latn-pinyin,G04,SP0054,1982,Hunan renmin chubanshe,19XX,,,,,,2018-04-26,MG,2020-04-08,DP
W0145,The Three Musketeers,,en,G04,SP0006,1978,Shanghai yiwen chubanshe,19XX,,,,,,2018-04-11,WH,2020-04-08,DP
W0145,三个火枪手,,zh,G04,SP0006,1978,Shanghai yiwen chubanshe,19XX,,,,,,2018-04-11,WH,2020-04-08,DP
W0145,San ge huoqiangshou,,zh-Latn-pinyin,G04,SP0006,1978,Shanghai yiwen chubanshe,19XX,,,,,,2018-04-26,MG,2020-04-08,DP
W0146,The Lady with the Camellias,,en,G04,SP0005,1955,Zuojia chubanshe,19XX,,,,,,2018-04-11,WH,2020-04-08,DP
W0146,茶花女,,zh,G04,SP0005,1955,Zuojia chubanshe,19XX,,,,,,2018-04-11,WH,2020-04-08,DP
W0146,Chahuanü,,zh-Latn-pinyin,G04,SP0005,1955,Zuojia chubanshe,19XX,,,,,,2018-04-26,MG,2020-04-08,DP
W0147,Return to Yan‘an,,en,G10,SP0436,19XX,,19XX,,W0148,,,,2018-03-17,MG,2020-04-08,DP
W0147,回延安,,zh,G10,SP0436,19XX,,19XX,,W0148,,,,2018-03-17,MG,2020-04-08,DP
W0147,Hui Yanan,,zh-Latn-pinyin,G10,SP0436,19XX,,19XX,,W0148,,,,2018-04-26,MG,2020-04-08,DP
W0148,贺敬之诗选,,zh,G10,SP0155,1979,Shandong renmin chubanshe,19XX,,,,,,2018-03-17,MG,2020-04-08,DP
W0148,He Jingzhi shixuan,,zh-Latn-pinyin,G10,SP0155,1979,Shandong renmin chubanshe,19XX,,,,,,2018-04-26,MG,2020-04-08,DP
W0149,Wuthering Heights,,en,G04,SP0436,19XX,unknown,19XX,,,,,was published 1978 in Taipei,2018-03-17,MG,2020-04-08,DP
W0149,咆哮山莊,,zh,G04,SP0436,19XX,unknown,19XX,,,,,was published 1978 in Taipei,2018-03-17,MG,2020-04-08,DP
W0149,Paoxiao shanzhuang,,zh-Latn-pinyin,G04,SP0436,19XX,unknown,19XX,,,,,was published 1978 in Taipei,2018-04-26,MG,2020-04-08,DP
W0150,La Comédie Humaine,,fr,G04,SP0006,1949,Haiyan shudian,19XX,,,,,,2018-03-23,MG,2020-04-08,DP
W0150,人间喜剧,,zh,G04,SP0006,1949,Haiyan shudian,19XX,,,,,,2018-03-23,MG,2020-04-08,DP
W0150,Renjian xiju,,zh-Latn-pinyin,G04,SP0006,1949,Haiyan shudian,19XX,,,,,,2018-04-26,MG,2020-04-08,DP
W0151,Red Star Over China,,en,G02,SP0006,1949,Jiliu chubanshe,1938,,,,,,2018-03-27,MG,2020-04-08,DP
W0151,西行漫记,,zh,G02,SP0006,1949,Jiliu chubanshe,1938,,,,,,2018-03-27,MG,2020-04-08,DP
W0151,Xi xing man ji,,zh-Latn-pinyin,G02,SP0006,1949,Jiliu chubanshe,1938,,,,,,2018-04-26,MG,2020-04-08,DP
W0152,Ten Days That Shook the World,,en,G42,SP0005,1957,Renmin chubanshe,19XX,,,,,,2018-03-27,MG,2020-04-08,DP
W0152,震撼世界的十天,,zh,G42,SP0005,1957,Renmin chubanshe,19XX,,,,,,2018-03-27,MG,2020-04-08,DP
W0152,Zhenhan shijie de shi tian,,zh-Latn-pinyin,G42,SP0005,1957,Renmin chubanshe,19XX,,,,,,2018-04-26,MG,2020-04-08,DP
W0153,The Rout,,en,G04,SP0006,1951,Yong xiang yin shu guan,19XX,,,,,,2018-03-27,MG,2020-04-08,DP
W0153,毁灭,,zh,G04,SP0006,1951,Yong xiang yin shu guan,19XX,,,,,,2018-08-12,MG,2020-04-08,DP
W0153,Hui mie,,zh-Latn-pinyin,G04,SP0006,1951,Yong xiang yin shu guan,19XX,,,,,,2018-08-12,MG,2020-04-08,DP
W0154,In Memory of Norman Bethune,,en,G01,SP0005,1963,Renmin chubanshe,19XX,,,,,,2018-03-27,MG,2020-04-08,DP
W0154,纪念白求恩,为人民服务,zh,G01,SP0005,1963,Renmin chubanshe,19XX,,,,,,2018-04-03,MG,2020-04-08,DP
W0154,Jinian Baiqiuen,,zh-Latn-pinyin,G01,SP0005,1963,Renmin chubanshe,19XX,,,,,,2018-04-26,MG,2020-04-08,DP
W0155,The Diary of Anne Frank,,en,G14,SP0228,1996,Hainan chubanshe,19XX,,,,,,2018-04-03,MG,2020-04-08,DP
W0155,安妮日记,,zh,G14,SP0228,1996,Hainan chubanshe,19XX,,,,,,2018-04-03,MG,2020-04-08,DP
W0155,Anni riji,,zh-Latn-pinyin,G14,SP0228,1996,Hainan chubanshe,19XX,,,,,,2018-04-26,MG,2020-04-08,DP
W0156,A General Introduction to Psycho-Analysis,,en,G33,SP0436,19XX,,19XX,,,,,,2018-04-03,MG,2020-04-08,DP
W0156,图解精神分析引论,,zh,G33,SP0436,19XX,,19XX,,,,,,2018-04-03,MG,2020-04-08,DP
W0156,Tu jie jingshen fenxi yin lun,,zh-Latn-pinyin,G33,SP0436,19XX,,19XX,,,,,,2018-04-26,MG,2020-04-08,DP
W0157,The Interpretation of Dreams,,en,G33,SP0005,1986,Zuojia chubanshe,19XX,,,,,,2018-04-03,MG,2020-04-08,DP
W0157,夢的解析,,zh,G33,SP0005,1986,Zuojia chubanshe,19XX,,,,,,2018-04-03,MG,2020-04-08,DP
W0157,Meng de jiexi,,zh-Latn-pinyin,G33,SP0005,1986,Zuojia chubanshe,19XX,,,,,,2018-04-26,MG,2020-04-08,DP
W0158,Studies in the Psychology of Sex,,en,G33,SP0005,1987,Sanlian shudian,19XX,,,,,,2018-04-05,MG,2020-04-08,DP
W0158,性心理学,,zh,G33,SP0005,1987,Sanlian shudian,19XX,,,,,,2018-04-06,MG,2020-04-08,DP
W0158,Xing xinlixue,,zh-Latn-pinyin,G33,SP0005,1987,Sanlian shudian,19XX,,,,,,2018-04-26,MG,2020-04-08,DP
W0159,Stray Birds,,en,G10,SP0006,1956,Xin wenhua chubanshe,19XX,,,,,,2018-04-13,MG,2020-04-08,DP
W0159,飞鸟集,,zh,G10,SP0006,1956,Xin wenhua chubanshe,19XX,,,,,,2018-04-13,MG,2020-04-08,DP
W0159,Feiniao ji,,zh-Latn-pinyin,G10,SP0006,1956,Xin wenhua chubanshe,19XX,,,,,,2018-04-26,MG,2020-04-08,DP
W0160,War and Peace,,en,G04,SP0006,1949,Shubaozazhi lianhe faxingsuo,19XX,no,,,,,2018-04-13,MG,2020-04-08,DP
W0160,战争与和平,,zh,G04,SP0006,1949,Shubaozazhi lianhe faxingsuo,19XX,no,,,,,2018-04-13,MG,2020-04-08,DP
W0160,Zhanzheng yu heping,,zh-Latn-pinyin,G04,SP0006,1949,Shubaozazhi lianhe faxingsuo,19XX,no,,,,,2018-04-26,MG,2020-04-08,DP
W0161,Anna Karenina,,en,G04,SP0005,1950,Sanlian shudian,19XX,no,,,,,2018-04-13,MG,2020-04-08,DP
W0161,安娜  卡列妮娜,,zh,G04,SP0005,1950,Sanlian shudian,19XX,no,,,,,2018-04-13,MG,2020-04-08,DP
W0161,Anna Kalienina,,zh-Latn-pinyin,G04,SP0005,1950,Sanlian shudian,19XX,no,,,,,2018-04-26,MG,2020-04-08,DP
W0162,Resurrection,,en,G04,SP0006,1949,Wenhua shenghuo chubanshe,19XX,no,,,,,2018-04-13,MG,2020-04-08,DP
W0162,復活,,zh,G04,SP0006,1949,Wenhua shenghuo chubanshe,19XX,no,,,,,2018-04-13,MG,2020-04-08,DP
W0162,Fuhuo,,zh-Latn-pinyin,G04,SP0006,1949,Wenhua shenghuo chubanshe,19XX,no,,,,,2018-04-26,MG,2020-04-08,DP
W0163,A Study of History,,en,G19,SP0006,1966,Renmin chubanshe,19XX,yes,,,,,2018-04-13,MG,2020-04-08,DP
W0163,历史研究,,zh,G19,SP0006,1966,Renmin chubanshe,19XX,yes,,,,,2018-04-13,MG,2020-04-08,DP
W0163,Lishi yanjiu,,zh-Latn-pinyin,G19,SP0006,1966,Renmin chubanshe,19XX,yes,,,,,2018-04-25,MG,2020-04-08,DP
W0164,The Students,,en,G04,SP0005,1954,Shidai chubanshe,19XX,no,,,,,2018-05-07,MG,2020-04-08,DP
W0164,一年级大学生,,zh,G04,SP0005,1954,Shidai chubanshe,19XX,no,,,,,2018-05-07,MG,2020-04-08,DP
W0164,Yinianji daxuesheng,,zh-Latn-pinyin,G04,SP0005,1954,Shidai chubanshe,19XX,no,,,,,2018-05-07,MG,2020-04-08,DP
W0165,Stalin,An Appraisal of the Man and his Influence,en,G02,SP0005,1963,Sanlian shudian,19XX,yes,,,,,2018-05-08,MG,2020-04-08,DP
W0165,斯大林评论,,zh,G02,SP0005,1963,Sanlian shudian,19XX,yes,,,,,2018-05-08,MG,2020-04-08,DP
W0165,Sidalin pinglun,,zh-Latn-pinyin,G02,SP0005,1963,Sanlian shudian,19XX,yes,,,,,2018-05-08,MG,2020-04-08,DP
W0166,The Revolution Betrayed,,en,G24,SP0005,1963,Sanlian shudian,19XX,yes,,,,,2018-05-08,MG,2020-04-08,DP
W0166,被背叛了的革命,,zh,G24,SP0005,1963,Sanlian shudian,19XX,yes,,,,,2018-05-08,MG,2020-04-08,DP
W0166,Bei beipan le de geming,,zh-Latn-pinyin,G24,SP0005,1963,Sanlian shudian,19XX,yes,,,,,2018-05-08,MG,2020-04-08,DP
W0167,White Bim Black Ear,,en,G04,SP0005,1979,Waiguo wenxue chubanshe,19XX,,,,,,2018-05-08,MG,2020-04-08,DP
W0167,白比姆黑耳朵,,zh,G04,SP0005,1979,Waiguo wenxue chubanshe,19XX,,,,,,2018-05-08,MG,2020-04-08,DP
W0167,Bai Bimu hei erduo,,zh-Latn-pinyin,G04,SP0005,1979,Waiguo wenxue chubanshe,19XX,,,,,,2018-05-08,MG,2020-04-08,DP
W0168,Memoirs by Harry S. Truman,,en,G03,SP0005,1973,Sanlian shudian,19XX,yes,,,,,2018-05-08,MG,2020-04-08,DP
W0168,杜鲁门回忆录,,zh,G03,SP0005,1973,Sanlian shudian,19XX,yes,,,,,2018-05-08,MG,2020-04-08,DP
W0168,Dulumen huiyilu,,zh-Latn-pinyin,G03,SP0005,1973,Sanlian shudian,19XX,yes,,,,,2018-05-08,MG,2020-04-08,DP
W0169,全宋词,,zh,G28,SP0005,1965,Zhonghua shuju,19XX,no,,,,,2018-05-14,MG,2020-04-08,DP
W0169,Quan songci,,zh-Latn-pinyin,G28,SP0005,1965,Zhonghua shuju,19XX,no,,,,,2018-05-14,MG,2020-04-08,DP
W0170,归去来兮辞,,zh,G51,SP0436,19XX,,19XX,,,,,,2018-05-14,MG,2020-04-08,DP
W0170,Gui qu lai xi ci,,zh-Latn-pinyin,G51,SP0436,19XX,,19XX,,,,,,2018-05-14,MG,2020-04-08,DP
W0171,Le Cimetière Marin,,fr,G10,SP0436,19XX,,19XX,,,,,,2018-05-15,MG,2020-04-08,DP
W0171,海滨墓园,,zh,G10,SP0436,19XX,,19XX,,,,,,2018-05-15,MG,2020-04-08,DP
W0171,Haibin muyuan,,zh-Latn-pinyin,G10,SP0436,19XX,,19XX,,,,,,2018-05-15,MG,2020-04-08,DP
W0172,Twenty Thousand Leagues Under the Sea,,en,G04,SP0006,1994,Yuandong chubanshe,19XX,,,,,,2018-05-15,MG,2020-04-08,DP
W0172,凡尔纳科幻故事,,zh,G04,SP0006,1994,Yuandong chubanshe,19XX,,,,,,2018-05-15,MG,2020-04-08,DP
W0172,Fanerna kehuan gushi,,zh-Latn-pinyin,G04,SP0006,1994,Yuandong chubanshe,19XX,,,,,,2018-05-15,MG,2020-04-08,DP
W0173,南共纲领和思想斗争「尖锐化」,,zh,G01,SP0005,1964,Sanlian shudian,19XX,yes,,,,,2018-05-15,MG,2020-04-08,DP
W0173,Nan gong ganglinbg he sixiang douzheng jianruihua,,zh-Latn-pinyin,G01,SP0005,1964,Sanlian shudian,19XX,yes,,,,,2018-05-15,MG,2020-04-08,DP
W0174,Babi Yar and Others,,en,G10,SP0005,1963,Zuojia chubanshe,19XX,yes,,,,,2018-05-22,MG,2020-04-08,DP
W0174,〈娘子谷〉及其他,,zh,G10,SP0005,1963,Zuojia chubanshe,19XX,yes,,,,,2018-05-22,MG,2020-04-08,DP
W0174,Niangzi gu ji qita,,zh-Latn-pinyin,G10,SP0005,1963,Zuojia chubanshe,19XX,yes,,,,,2018-05-22,MG,2020-04-08,DP
W0175,The Memoirs of Marshal Zhukov,,en,G02,SP0005,1991,Zhongguo guangbo dianshi chubanshe,19XX,,,,,,2018-05-22,MG,2020-04-08,DP
W0175,朱可夫回忆录,,zh,G02,SP0005,1991,Zhongguo guangbo dianshi chubanshe,19XX,,,,,,2018-05-22,MG,2020-04-08,DP
W0175,Zhukefu huiyilu,,zh-Latn-pinyin,G02,SP0005,1991,Zhongguo guangbo dianshi chubanshe,19XX,,,,,,2018-05-22,MG,2020-04-08,DP
W0176,Africa,The Dream and the Reality,en,G34,SP0005,1958,Sanlian shudian,19XX,no,,,,,2018-05-22,MG,2020-04-08,DP
W0176,非洲,梦想与现实,zh,G34,SP0005,1958,Sanlian shudian,19XX,no,,,,,2018-05-22,MG,2020-04-08,DP
W0176,Feizhou,Mengxiang yu xianshi,zh-Latn-pinyin,G34,SP0005,1958,Sanlian shudian,19XX,no,,,,,2018-05-22,MG,2020-04-08,DP
W0177,La Fortune des Rougon,,fr,G04,SP0436,19XX,,19XX,,,,,,2018-05-22,MG,2020-04-08,DP
W0177,卢贡家族的命运,,zh,G04,SP0436,19XX,,19XX,,,,,,2018-05-22,MG,2020-04-08,DP
W0177,Lugong jiazu de mingyun,,zh-Latn-pinyin,G04,SP0436,19XX,,19XX,,,,,,2018-05-22,MG,2020-04-08,DP
W0178,Vierundzwanzig Stunden aus dem Leben einer Frau,,de,G05,SP0252,1981,Guizhou renmin chubanshe,19XX,,,,,,2018-05-22,MG,2020-04-08,DP
W0178,一个女人一生中的二十四小时,,zh,G05,SP0252,1981,Guizhou renmin chubanshe,19XX,,,,,,2018-05-22,MG,2020-04-08,DP
W0178,Yi ge nüren yisheng zhong de ershisi xiaoshi,,zh-Latn-pinyin,G05,SP0252,1981,Guizhou renmin chubanshe,19XX,,,,,,2018-05-22,MG,2020-04-08,DP
W0179,Arch of Triumph,,en,G04,SP0021,1981,Tianjin renmin chubanshe,19XX,no,,,,,2018-05-28,MG,2020-04-08,DP
W0179,Arc de Triomphe,,fr,G04,SP0021,1981,Tianjin renmin chubanshe,19XX,no,,,,,2018-05-28,MG,2020-04-08,DP
W0179,凯旋门,,zh,G04,SP0021,1981,Tianjin renmin chubanshe,19XX,no,,,,,2018-05-28,MG,2020-04-08,DP
W0179,Kai xuan men,,zh-Latn-pinyin,G04,SP0021,1981,Tianjin renmin chubanshe,19XX,no,,,,,2018-05-28,MG,2020-04-08,DP
W0180,Jean-Christophe,,fr,G04,SP0005,1950,Sanlian shudian,19XX,no,,,,,2018-05-28,MG,2020-04-08,DP
W0180,约翰·克利斯朵夫,,zh,G04,SP0005,1950,Sanlian shudian,19XX,no,,,,,2018-05-28,MG,2020-04-08,DP
W0180,Yue han ke li si duo fu,,zh-Latn-pinyin,G04,SP0005,1950,Sanlian shudian,19XX,no,,,,,2018-05-28,MG,2020-04-08,DP
W0181,Vie de Beethoven,,fr,G02,SP0006,1949,Sanlian shudian,19XX,no,,,,,2018-05-29,MG,2020-04-08,DP
W0181,貝多芬传,,zh,G02,SP0006,1949,Sanlian shudian,19XX,no,,,,,2018-05-29,MG,2020-04-08,DP
W0181,Beiduofen zhuan,,zh-Latn-pinyin,G02,SP0006,1949,Sanlian shudian,19XX,no,,,,,2018-05-29,MG,2020-04-08,DP
W0182,The Rommel Papers,,en,G14,SP0184,2005,Shanxi shifan daxue chubanshe,19XX,no,,,,,2018-06-01,MG,2020-04-08,DP
W0182,隆美尔战时文件,,zh,G14,SP0184,2005,Shanxi shifan daxue chubanshe,19XX,no,,,,,2018-06-01,MG,2020-04-08,DP
W0182,Longmeier zhanshi wenjian,,zh-Latn-pinyin,G14,SP0184,2005,Shanxi shifan daxue chubanshe,19XX,no,,,,,2018-06-01,MG,2020-04-08,DP
W0183,Les Confessions,,fr,G03,SP0005,1980,Renmin wenxue chubanshe,19XX,no,,,,,2018-06-01,MG,2020-04-08,DP
W0183,忏悔彔,,zh,G03,SP0005,1980,Renmin wenxue chubanshe,19XX,no,,,,,2018-06-01,MG,2020-04-08,DP
W0183,Chanhui lu,,zh-Latn-pinyin,G03,SP0005,1980,Renmin wenxue chubanshe,19XX,no,,,,,2018-06-01,MG,2020-04-08,DP
W0184,A History of Western Philosophy,,en,G29,SP0005,1963,Shangwu yinshuguan,19XX,,,,,,2018-06-01,MG,2020-04-08,DP
W0184,西方哲学史,,zh,G29,SP0005,1963,Shangwu yinshuguan,19XX,,,,,,2018-06-01,MG,2020-04-08,DP
W0184,Xifang Zhexueshi,,zh-Latn-pinyin,G29,SP0005,1963,Shangwu yinshuguan,19XX,,,,,,2018-06-01,MG,2020-04-08,DP
W0185,To the Sea,,en,G10,SP0436,19XX,,19XX,,W0414,,,,2018-06-04,MG,2020-04-08,DP
W0185,К Морю,,ru,G10,SP0436,19XX,,19XX,,W0414,,,,2018-06-04,MG,2020-04-08,DP
W0185,致大海,,zh,G10,SP0436,19XX,,19XX,,W0414,,,,2018-06-04,MG,2020-04-08,DP
W0185,Zhi dahai,,zh-Latn-pinyin,G10,SP0436,19XX,,19XX,,W0414,,,,2018-06-04,MG,2020-04-08,DP
W0186,If by Life you Were Deceived,,en,G10,SP0436,19XX,,19XX,,W0414,,,,2018-06-04,MG,2020-04-08,DP
W0186,Если жизнь тебя обманет,,ru,G10,SP0436,19XX,,19XX,,W0414,,,,2018-06-04,MG,2020-04-08,DP
W0186,假如生活欺骗了你,,zh,G10,SP0436,19XX,,19XX,,W0414,,,,2018-06-04,MG,2020-04-08,DP
W0186,Jiaru shenghuo qipian liao ni,,zh-Latn-pinyin,G10,SP0436,19XX,,19XX,,W0414,,,,2018-06-04,MG,2020-04-08,DP
W0187,The Tale of the Fisherman and the Fish,,en,G08,SP0006,1959,Shao nian er tong chubanshe,19XX,,,,,,2018-06-04,MG,2020-04-08,DP
W0187,Сказка о рыбаке и рыбке,,ru,G08,SP0006,1959,Shao nian er tong chubanshe,19XX,,,,,,2018-06-04,MG,2020-04-08,DP
W0187,渔夫和金鱼的故事,,zh,G08,SP0006,1959,Shao nian er tong chubanshe,19XX,,,,,,2018-06-04,MG,2020-04-08,DP
W0187,Yufu he jinyu de gushi,,zh-Latn-pinyin,G08,SP0006,1959,Shao nian er tong chubanshe,19XX,,,,,,2018-06-04,MG,2020-04-08,DP
W0188,Strange Stories From a Chinese Studio,,en,G28,SP0006,1950,Guang yi shu ju,19XX,,,,,,2018-06-04,MG,2020-04-08,DP
W0188,聊斋志异,,zh,G28,SP0006,1950,Guang yi shu ju,19XX,,,,,,2018-06-04,MG,2020-04-08,DP
W0188,Liaozhai zhiyi,,zh-Latn-pinyin,G28,SP0006,1950,Guang yi shu ju,19XX,,,,,,2018-06-04,MG,2020-04-08,DP
W0189,Annabel Lee,,en,G10,SP0436,19XX,,19XX,,W0414,,,,2018-06-05,MG,2020-04-08,DP
W0189,安纳帕尔 李,,zh,G10,SP0436,19XX,,19XX,,W0414,,,,2018-06-05,MG,2020-04-08,DP
W0189,Annapaer li,,zh-Latn-pinyin,G10,SP0436,19XX,,19XX,,W0414,,,,2018-06-05,MG,2020-04-08,DP
W0190,Unaddressed Letters,Art and Social Life,en,G28,SP0005,1962,Renmin wenxue chubanshe,19XX,,,,,,2018-06-05,MG,2020-04-08,DP
W0190,Письма без адреса,Искусство и общественная жизнь,ru,G28,SP0005,1962,Renmin wenxue chubanshe,19XX,,,,,,2018-06-05,MG,2020-04-08,DP
W0190,没有地址的信,艺术与社会生活,zh,G28,SP0005,1962,Renmin wenxue chubanshe,19XX,,,,,,2018-06-05,MG,2020-04-08,DP
W0190,Meiyou dizhi de xin,yishu yu shehui shenghuo,zh-Latn-pinyin,G28,SP0005,1962,Renmin wenxue chubanshe,19XX,,,,,,2018-06-05,MG,2020-04-08,DP
W0191,Snowy Winters,,en,G04,SP0006,1972,Shanghau renmin chubanshe,19XX,yes,,,,,2018-05-31,DM,2020-04-08,DP
W0191,多雪的冬天,,zh,G04,SP0006,1972,Shanghau renmin chubanshe,19XX,yes,,,,,2018-05-31,DM,2020-04-08,DP
W0191,Duo xue de dongtian,,zh-Latn-pinyin,G04,SP0006,1972,Shanghau renmin chubanshe,19XX,yes,,,,,2018-06-01,DM,2020-04-08,DP
