place_id,place_name,lat,long,note,created,created_by,last_modified,last_modified_by
PL0405,Zamość,50.717369,23.252760,,2018-10-26,MG,2018-10-26,MG
PL0406,Laoting,22.887780,120.463560,,2018-10-26,MG,2018-10-26,MG
PL0407,Pingchang,22.618220,120.566010,,2018-10-26,MG,2018-10-26,MG
PL0408,Weddern,51.868540,7.307960,,2018-10-26,MG,2018-10-26,MG
PL0409,Gallarta,43.320840,-3.072580,,2018-10-26,MG,2018-10-26,MG
PL0410,Shuiyuan county,23.849670,110.400830,,2018-11-01,MG,2018-11-01,MG
PL0411,Ostrogozhsk,50.860790,39.082700,,2018-11-01,MG,2018-11-01,MG
PL0412,Voronezh,51.675495,39.208881,,2018-11-06,MG,2018-11-06,MG
PL0413,Caprese,43.64096,11.98596,,2018-11-06,MG,2018-11-06,MG
PL0414,Alloway,55.43109,-4.6331,,2018-11-06,MG,2018-11-06,MG
PL0415,Hubei,37.59857,114.60758,,2018-11-09,MG,2018-11-09,MG
PL0416,Warszawa,52.229675,21.01223,,2018-11-09,MG,2018-11-09,MG
PL0417,Pescasseroli,41.80825,13.78958,,2018-11-09,MG,2018-11-09,MG
PL0418,Vinci,43.779850,10.923440,,2018-11-14,MG,2018-11-14,MG
PL0419,Saint-Germain-en-Laye,48.898750,2.093590,,2018-11-18,MG,2018-11-18,MG
PL0420,Baozhong Township,23.693290,120.308490,,2018-11-19,MG,2018-11-19,MG
PL0421,Salamis Island,37.964210,23.496450,,2018-11-21,MG,2018-11-21,MG
PL0422,Eleusis,38.043228,23.542120,,2018-11-21,MG,2018-11-21,MG
PL0423,Yangjiang,21.857958,111.982231,,2018-11-21,MG,2018-11-21,MG
PL0424,Mâcon,46.303669,4.832227,,2018-11-27,MG,2018-11-27,MG
PL0425,Coventry,52.406822,-1.519693,,2018-11-27,MG,2018-11-27,MG
PL0426,Kybartai,54.642544,22.751174,,2018-11-27,MG,2018-11-27,MG
PL0427,Tangshan,39.630867,118.180191,,2018-11-27,MG,2018-11-27,MG
PL0428,Banzai,25.924480,118.278990,,2018-12-06,MG,2018-12-06,MG
PL0429,Tailai,46.390362,123.409981,,2018-12-06,MG,2018-12-06,MG
PL0430,Jiangyin,31.920658,120.284935,,2018-12-11,MG,2018-12-11,MG
PL0431,Wuyishan,27.756647,118.035309,,2018-12-11,MG,2018-12-11,MG
PL0432,San Fransisco,37.774929,-122.419418,,2018-12-11,MG,2018-12-11,MG
PL0433,Wanzai,22.913870,120.335380,,2018-12-11,MG,2018-12-11,MG
PL0434,Rugao,22.740240,120.490420,,2018-12-11,MG,2018-12-11,MG
PL0435,Tschita,52.038610,113.504250,,2018-12-15,MG,2018-12-15,MG
PL0436,Livorno,43.551891,10.307840,,2018-12-17,MG,2018-12-17,MG
PL0437,Lavaur,43.698792,1.815010,,2018-12-17,MG,2018-12-17,MG
PL0438,Brno,49.195061,16.606836,,2018-12-30,MG,2018-12-30,MG
PL0439,Lutsk,50.747234,25.325382,,2018-12-30,MG,2018-12-30,MG
PL0440,Gerasimovka,52.704880,51.502810,,2018-12-30,MG,2018-12-30,MG
PL0441,Ulm,48.399620,9.996610,,2019-01-08,MG,2019-01-08,MG
PL0442,Zhongxiang,31.163680,112.579240,,2019-02-11,MG,2019-02-11,MG
PL0443,Iserlohn,51.372971,7.699510,,2019-02-18,MG,2019-02-18,MG
PL0444,Baku,40.409264,49.867092,,2019-02-19,MG,2019-02-19,MG
PL0445,Gaoyou,32.779380,119.431730,,2019-03-08,MG,2019-03-08,MG
PL0446,Swansea,51.621578,-3.943370,,2019-03-09,MG,2019-03-09,MG
PL0500,Коsа (Kosinsky District),59.945370,54.991870,,2018-11-04,WH,2018-11-04,WH
PL0501,Liling,27.650080,113.492325,,2018-11-04,WH,2018-11-04,WH
PL0502,Pucheng (Shaanxi),34.957000,109.580000,,2018-11-04,WH,2018-11-04,WH
PL0503,Hubei,30.737812,112.238403,,2018-11-04,WH,2018-11-04,WH
PL0504,Lliulin (Shanxi),37.430833,110.889167,,2018-11-04,WH,2018-11-04,WH
PL0505,Shanxi,37.242565,111.856857,,2018-11-04,WH,2018-11-04,WH
PL0506,Yuxi,24.347300,102.5272,,2018-11-04,WH,2018-11-04,WH
PL0507,Xiaxian,35.138333,111.220833,,2018-11-04,WH,2018-11-04,WH
PL0508,Gao’an,28.441000,115.361000,,2018-11-04,WH,2018-11-04,WH
PL0509,Jiangxi,27.087456,114.904221,,2018-11-04,WH,2018-11-04,WH
PL0510,Wuhe,33.128000,117.879000,,2018-11-06,WH,2018-11-06,WH
PL0511,Shanyin,39.526200,112.817000,,2018-11-06,WH,2018-11-06,WH
PL0512,Xiangtan,27.780100,112.950600,,2018-11-06,WH,2018-11-06,WH
PL0513,Yunlin,23.704890,120.476070,,2018-11-06,WH,2018-11-06,WH
PL0514,Salzburg,47.809490,13.055010,,2018-11-06,WH,2018-11-06,WH
PL0515,Riga,56.949650,24.105186,,2018-11-07,WH,2018-11-07,WH
PL0516,Melitopol,46.850980,35.360400,,2018-11-07,WH,2018-11-07,WH
PL0517,Sora (Lazio),41.716670,13.617600,,2018-11-07,WH,2018-11-07,WH
PL0518,Bologna,44.494888,11.342616,,2018-11-07,WH,2018-11-07,WH
PL0519,Vannes,47.658237,-2.760847,,2018-11-07,WH,2018-11-07,WH
PL0520,Yamaguchi,34.178497,131.473724,,2018-11-08,WH,2018-11-08,WH
PL0521,Kashiwazaki,37.367900,138.554530,,2018-11-08,WH,2018-11-08,WH
PL0522,Gura Ocniței,44.941250,25.566050,,2018-11-08,WH,2018-11-08,WH
PL0523,Zhenjiang,32.188000,119.424000,,2018-11-10,WH,2018-11-10,WH
PL0524,Ningdu,26.466667,116.016667,,2018-11-10,WH,2018-11-10,WH
PL0525,Hamhung,39.916667,127.533333,,2018-11-11,WH,2018-11-11,WH
PL0526,Fuyu,44.987000,126.02500,,2018-11-11,WH,2018-11-11,WH
PL0527,Chusovoy,58.294050,57.824070,,2018-11-14,WH,2018-11-14,WH
PL0528,Khotsimsk,53.408430,32.579370,,2018-11-14,WH,2018-11-14,WH
PL0529,Liaoyuan,42.883333,125.150000,,2018-11-14,WH,2018-11-14,WH
PL0530,Odense,55.395833,10.388611,,2018-11-16,WH,2018-11-16,WH
PL0531,Kherson Oblast,46.683010,33.409590,,2018-11-24,WH,2018-11-24,WH
PL0532,Moryntsi,49.261360,31.000380,,2018-11-24,WH,2018-11-24,WH
PL0533,Freiburg,47.999008,7.842104,,2018-11-25,WH,2018-11-25,WH
PL0534,Saarbrücken,49.234779,6.994400,,2018-11-25,WH,2018-11-25,WH
PL0535,Vigo,42.240601,-8.720727,,2018-11-25,WH,2018-11-25,WH
PL0536,Luzarches,49.113230,2.422280,,2018-11-25,WH,2018-11-25,WH
PL0537,Rimini,44.060921,12.566300,,2018-11-25,WH,2018-11-25,WH
PL0538,Bobai,22.275800,109.972000,,2018-12-15,WH,2018-12-15,WH
PL0539,Heilongjiang,48.494961,127.970032,,2018-12-15,WH,2018-12-15,WH
PL0540,Laizhou,37.179167,119.933333,,2018-12-16,WH,2018-12-16,WH
PL0541,Yantai,37.464400,121.447800,,2018-12-16,WH,2018-12-16,WH
PL0542,Quanjiao,32.044167,118.075278,,2018-12-22,WH,2018-12-22,WH
PL0543,Xingguo,26.333889,115.346111,,2018-12-23,WH,2018-12-23,WH
PL0544,Xiangxiang,27.718649,112.550229,,2018-12-24,WH,2018-12-24,WH
PL0545,Huai’an,33.555605,119.112818,It’s old name was Huaiyin.,2018-12-24,WH,2018-12-24,WH
PL0546,Linhai,28.840000,121.110000,,2019-01-26,WH,2019-01-26,WH
PL0547,Haining,30.441944,120.573056,,2019-01-26,WH,2019-01-26,WH
PL0548,Jiner,31.615300,107.654000,,2019-01-31,LH,2019-01-31,LH
PL0549,Fuzhou,26.150000,119.283333,,2019-01-28,WH,2019-01-28,WH
PL0550,Wu’an,36.698000,114.203000,,2019-02-17,WH,2019-02-17,WH
PL0551,Xiangshan,29.475000,121.866000,,2019-02-17,WH,2019-02-17,WH
PL0552,Cixi,30.166667,121.233333,,2019-02-17,WH,2019-02-17,WH
PL0553,Dengta,41.433333,123.333333,,2019-01-28,WH,2019-01-28,WH
PL0554,Pingxiang,27.623000,113.854500,,2019-02-23,WH,2019-02-23,WH
PL0555,Rui’an,27.783333,120.625000,,2019-02-23,WH,2019-02-23,WH
PL0556,Tongcheng,31.035800,116.936700,,2019-02-24,WH,2019-02-24,WH
PL0557,Taicang,31.564000,121.174000,,2019-02-24,WH,2019-02-24,WH
PL0558,Donghai,34.552000,118.763000,,2019-02-24,WH,2019-02-24,WH
PL0559,Wuyuan,29.248000,117.862000,,2019-02-24,WH,2019-02-24,WH
PL0560,Enshi,30.291111,109.475000,,2019-03-24,WH,2019-03-24,WH
PL0561,Zhaoyuan,37.361111,120.398806,,2019-03-24,WH,2019-03-24,WH
PL0562,Lixian,29.631807,111.760762,"This place is in Hunan, and is written in 澧县.",2019-05-02,WH,2019-05-02,WH
PL0600,Alcalá de Henares,40.481979,-3.363542,,2019-09-12,MG,2019-09-12,MG
PL0601,Mumbai,19.075983,72.877655,,2019-09-13,MG,2019-09-13,MG
PL0602,Pilsen,49.746841,13.376990,,2019-03-08,LH,2019-10-13,DP
PL0603,Hwadae County,40.848019,129.648393,,2019-10-14,MG,2019-10-14,MG
PL0604,Tongxiang,30.762080,120.750710,,2019-11-08,MG,2019-11-08,MG
PL0605,Lgov,51.692020,35.284620,,2019-11-08,MG,2019-11-08,MG
PL0606,Tangyin,35.914520,114.351500,,2019-12-12,MG,2019-12-12,MG
PL0607,Kaifeng,34.786072,114.348152,,2019-12-12,MG,2019-12-12,MG
PL0608,Toronto,43.653225,-79.383186,,2019-12-12,MG,2019-12-12,MG
PL0609,Nîmes,43.834591,4.360860,,2019-12-12,MG,2019-12-12,MG
PL0610,Rostov Oblast,47.221809,39.720261,,2019-12-17,MG,2019-12-17,MG
PL0611,Dublin,53.349804,-6.260310,,2020-01-06,MG,2020-01-06,MG
PL0612,Compton,50.472610,-3.598290,,2020-01-15,MG,2020-01-15,MG
PL0613,Xiamen,24.479834,118.089424,,2020-02-01,MG,2020-02-01,MG
PL0614,Zhao County,37.749130,114.768940,,2020-02-06,MG,2020-02-06,MG
PL0615,Yangquan,37.869968,113.570007,,2020-02-14,MG,2020-02-14,MG
PL0616,Springdale,40.541470,-79.777810,,2020-02-14,MG,2020-02-14,MG
PL0999,unknown,0,0,,2018-11-13,MG,2018-11-13,MG
